%time,field.data
1628092292107394938,348.0
1628092292237406407,345.0
1628092292374885567,20.0
1628092292491398346,20.0
1628092292620942281,20.0
1628092292763392585,20.0
1628092292889144848,20.0
1628092293017979516,20.0
1628092293132864889,20.0
1628092293259603554,20.0
1628092293401247736,20.0
1628092293522506450,20.0
1628092293640101289,346.0
1628092293768087305,343.0
1628092293894975502,351.0
1628092294024817616,343.0
1628092294151438267,351.0
1628092294293331486,338.0
1628092294409241583,347.0
1628092294537747285,349.0
1628092294663909628,348.0
1628092294792128088,347.0
1628092294919010030,349.0
1628092295063701176,345.0
1628092295175806063,344.0
1628092295304570126,345.0
1628092295431819231,342.0
1628092295559320653,348.0
1628092295690250452,345.0
1628092295819269972,347.0
1628092295945895717,347.0
1628092296074898079,347.0
1628092296202750709,351.0
1628092296331557787,347.0
1628092296458188168,352.0
1628092296586270004,351.0
1628092296713711043,347.0
1628092296842928088,19.0
1628092296971635312,19.0
1628092297098616134,19.0
1628092297242954256,19.0
1628092297360647491,19.0
1628092297483779729,19.0
1628092297611124022,19.0
1628092297739850028,19.0
1628092297880487291,19.0
1628092298003736174,19.0
1628092298120076437,19.0
1628092298252047000,350.0
1628092298378814679,347.0
1628092298506407429,348.0
1628092298636195793,346.0
1628092298762593563,348.0
1628092298890581785,346.0
1628092299017299751,349.0
1628092299160172389,343.0
1628092299275081976,346.0
1628092299402661320,349.0
1628092299531455001,342.0
1628092299658885571,349.0
1628092299787446699,344.0
1628092299914171022,350.0
1628092300043028822,346.0
1628092300170184907,347.0
1628092300300046333,345.0
1628092300425777256,348.0
1628092300551416253,349.0
1628092300680285407,346.0
1628092300807263092,346.0
1628092300939216734,349.0
1628092301067043391,347.0
1628092301195328180,19.0
1628092301322621057,19.0
1628092301450663102,19.0
1628092301579148938,19.0
1628092301719966175,19.0
1628092301835726752,19.0
1628092301959828094,19.0
1628092302088628785,19.0
1628092302216247764,19.0
1628092302344301900,19.0
1628092302472139602,19.0
1628092302599531049,346.0
1628092302731095387,348.0
1628092302859353658,346.0
1628092302989765432,349.0
1628092303130882580,354.0
1628092303257246700,351.0
1628092303384656269,351.0
1628092303510696528,346.0
1628092303625071671,348.0
1628092303757024275,346.0
1628092303880666434,350.0
1628092304009172505,348.0
1628092304137626520,349.0
1628092304265199528,348.0
1628092304393898883,351.0
1628092304520165281,350.0
1628092304649090855,349.0
1628092304778324345,349.0
1628092304903217893,346.0
1628092305033780050,351.0
1628092305162901321,350.0
1628092305295912192,351.0
1628092305415921655,349.0
1628092305544094127,350.0
1628092305672506058,348.0
1628092305799706333,19.0
1628092305927759441,19.0
1628092306065416081,19.0
1628092306185166771,19.0
1628092306310823812,19.0
1628092306441384058,19.0
1628092306569060794,19.0
1628092306698359022,19.0
1628092306838641656,19.0
1628092306953074683,19.0
1628092307079833359,346.0
1628092307209917547,348.0
1628092307335931047,347.0
1628092307463703456,346.0
1628092307591729581,350.0
1628092307719374538,348.0
1628092307847689650,351.0
1628092307975572649,345.0
1628092308104095744,348.0
1628092308246951749,352.0
1628092308359933904,345.0
1628092308487843277,346.0
1628092308616258499,350.0
1628092308744705495,349.0
1628092308889135261,351.0
1628092309014480477,347.0
1628092309129512357,345.0
1628092309271191631,346.0
1628092309398533396,344.0
1628092309527674081,345.0
1628092309651886051,347.0
1628092309770126135,341.0
1628092309897501854,350.0
1628092310024945319,349.0
1628092310153293968,19.0
1628092310281092487,19.0
1628092310409877874,19.0
1628092310538255684,19.0
1628092310666643161,19.0
1628092310795565495,19.0
1628092310923394810,19.0
1628092311050740067,19.0
1628092311179695459,19.0
1628092311309806422,19.0
1628092311435037640,19.0
1628092311563014371,346.0
1628092311689973141,353.0
1628092311818918355,350.0
1628092311946762469,348.0
1628092312088372794,346.0
1628092312203793317,343.0
1628092312331334140,348.0
1628092312458191375,348.0
1628092312584071531,350.0
1628092312712023756,344.0
1628092312840408119,344.0
1628092312967755550,349.0
1628092313097976846,350.0
1628092313226245586,345.0
1628092313354927970,345.0
1628092313486633513,345.0
1628092313610625421,351.0
1628092313738666507,349.0
1628092313863925361,347.0
1628092313991934227,349.0
1628092314119335439,352.0
1628092314250543203,346.0
1628092314376067338,347.0
1628092314504680225,349.0
1628092314632030034,20.0
1628092314763326912,21.0
1628092314908529016,21.0
1628092315035643983,21.0
1628092315161918356,20.0
1628092315275234417,20.0
1628092315402957773,20.0
1628092315530330744,20.0
1628092315658716841,20.0
1628092315785908643,20.0
1628092315914818125,20.0
1628092316043332834,349.0
1628092316170777847,345.0
1628092316297958652,349.0
1628092316426062418,352.0
1628092316565777807,349.0
1628092316682475671,351.0
1628092316810178808,349.0
1628092316938098951,346.0
1628092317067323187,352.0
1628092317195094591,348.0
1628092317322548414,349.0
1628092317450191028,347.0
1628092317578271885,349.0
1628092317707161955,346.0
1628092317834453922,348.0
1628092317963330661,348.0
1628092318090580835,347.0
1628092318220380591,347.0
1628092318364724705,349.0
1628092318473892088,347.0
1628092318602697866,346.0
1628092318730830732,349.0
1628092318858791059,347.0
1628092318986024323,344.0
1628092319114557794,21.0
1628092319244418039,21.0
1628092319370667153,21.0
1628092319499560297,21.0
1628092319626092445,21.0
1628092319756013340,21.0
1628092319883071600,20.0
1628092320010632785,20.0
1628092320139135417,20.0
1628092320267694860,20.0
1628092320393891862,346.0
1628092320522783877,347.0
1628092320651140285,349.0
1628092320779011635,349.0
1628092320907069771,348.0
1628092321034059356,345.0
1628092321163872920,352.0
1628092321291280700,349.0
1628092321419188727,344.0
1628092321547691204,348.0
1628092321675846516,347.0
