%time,field.data
1628092098698419869,348.0
1628092098828034629,345.0
1628092098954058439,347.0
1628092099082042818,349.0
1628092099211472330,346.0
1628092099338224835,345.0
1628092099466387918,351.0
1628092099606423154,347.0
1628092099722275197,346.0
1628092099850622265,348.0
1628092099978998335,353.0
1628092100106479630,348.0
1628092100235871512,346.0
1628092100361893831,353.0
1628092100493880806,348.0
1628092100633477213,11.0
1628092100760047487,11.0
1628092100890225699,12.0
1628092101002240015,12.0
1628092101131159895,12.0
1628092101258163360,13.0
1628092101386447267,14.0
1628092101514261023,14.0
1628092101639960897,14.0
1628092101771435591,13.0
1628092101899235690,11.0
1628092102035412291,346.0
1628092102152830269,347.0
1628092102279583288,346.0
1628092102407105610,347.0
1628092102538777149,348.0
1628092102666519597,351.0
1628092102804782599,350.0
1628092102932340089,349.0
1628092103047842728,350.0
1628092103175993537,347.0
1628092103303264252,349.0
1628092103432449577,348.0
1628092103567213026,348.0
1628092103702376923,343.0
1628092103827447622,352.0
1628092103943115090,342.0
1628092104072150004,347.0
1628092104202062973,346.0
1628092104327947823,349.0
1628092104457349422,347.0
1628092104585903382,347.0
1628092104712521178,349.0
1628092104840940117,351.0
1628092104970111511,344.0
1628092105095777141,353.0
1628092105224425362,352.0
1628092105352126166,352.0
1628092105479644940,359.0
1628092105607543565,5.0
1628092105739282783,5.0
1628092105866402687,6.0
1628092106006146196,4.0
1628092106132662912,354.0
1628092106260959646,353.0
1628092106376120540,351.0
1628092106503494299,352.0
1628092106632104035,353.0
1628092106759691135,350.0
1628092106887852629,351.0
1628092107016000345,348.0
1628092107146867816,349.0
1628092107274447359,350.0
1628092107402974171,348.0
1628092107531203986,347.0
1628092107658738512,347.0
1628092107788618339,350.0
1628092107914217165,347.0
1628092108042400044,349.0
1628092108170679934,344.0
1628092108297859451,350.0
1628092108426078188,350.0
1628092108554947698,343.0
1628092108682374694,348.0
1628092108810190917,350.0
1628092108940016837,346.0
1628092109064590084,349.0
1628092109192151473,347.0
1628092109322564947,347.0
1628092109451386778,347.0
1628092109581257313,15.0
1628092109706213563,15.0
1628092109835536259,15.0
1628092109962638277,15.0
1628092110090199097,15.0
1628092110220445418,15.0
1628092110346691248,15.0
1628092110474501612,15.0
1628092110602453250,15.0
1628092110730770606,15.0
1628092110858245650,15.0
1628092110987243626,349.0
1628092111125126790,347.0
1628092111242182679,344.0
1628092111368387928,349.0
1628092111500864750,350.0
1628092111626205994,346.0
1628092111759135524,351.0
1628092111881560525,349.0
1628092112010500944,350.0
1628092112138907269,350.0
1628092112267148557,351.0
1628092112394563398,344.0
1628092112522221295,351.0
1628092112651008485,350.0
1628092112778642652,349.0
1628092112907891048,347.0
1628092113033520124,344.0
1628092113162972033,350.0
1628092113290938576,348.0
1628092113418273640,348.0
1628092113546866743,349.0
1628092113674859761,346.0
1628092113803357451,350.0
1628092113931308324,14.0
1628092114059444004,14.0
1628092114187013158,14.0
1628092114312008765,14.0
1628092114439856871,14.0
1628092114568275494,14.0
1628092114696125611,14.0
1628092114823803535,14.0
1628092114953726846,14.0
1628092115080501513,14.0
1628092115211313762,14.0
1628092115337305574,349.0
1628092115464186830,346.0
1628092115591209140,345.0
1628092115720641551,348.0
1628092115846801736,345.0
1628092115979324164,347.0
1628092116115639686,352.0
1628092116232245837,347.0
1628092116361115000,353.0
1628092116486788662,345.0
1628092116617344941,350.0
1628092116749320293,351.0
1628092116875363879,341.0
1628092117004227400,350.0
1628092117132507316,348.0
1628092117260349618,347.0
1628092117386239031,351.0
1628092117515292330,352.0
1628092117642402433,351.0
1628092117770278440,347.0
1628092117898166783,350.0
1628092118026860266,349.0
1628092118154077153,348.0
1628092118282410253,348.0
1628092118410143868,349.0
1628092118537106113,15.0
1628092118681180546,15.0
1628092118803842867,15.0
1628092118933246111,15.0
1628092119050732887,15.0
1628092119179774864,15.0
1628092119306526057,15.0
1628092119434807659,15.0
1628092119562099554,15.0
1628092119689257669,15.0
1628092119819348488,15.0
1628092119947162599,347.0
1628092120073207633,348.0
1628092120202425132,349.0
1628092120329632165,350.0
1628092120458851089,348.0
1628092120586767723,350.0
1628092120715422227,349.0
1628092120842619473,350.0
1628092120970272128,351.0
1628092121102559391,352.0
1628092121226722582,346.0
1628092121354693040,350.0
1628092121482406039,350.0
1628092121611543092,343.0
1628092121743912245,348.0
1628092121867453758,351.0
1628092121994028820,350.0
1628092122122864828,350.0
1628092122251086505,349.0
1628092122387928008,349.0
1628092122518892767,348.0
1628092122645658205,349.0
1628092122765363749,346.0
1628092122889768034,351.0
1628092123023656074,345.0
1628092123146265438,345.0
1628092123275302984,15.0
1628092123401895715,15.0
1628092123531311058,15.0
1628092123661138270,15.0
1628092123786553170,15.0
1628092123914440680,15.0
1628092124041588424,15.0
1628092124173021616,15.0
1628092124299203838,16.0
1628092124426161031,346.0
1628092124553232691,350.0
1628092124682516388,346.0
1628092124810096111,350.0
1628092124938450198,344.0
1628092125066622900,352.0
1628092125201343265,349.0
1628092125324133471,350.0
1628092125452407394,347.0
1628092125577220100,346.0
1628092125705790453,344.0
1628092125834966793,343.0
1628092125962572386,343.0
1628092126090246934,346.0
1628092126219432863,353.0
1628092126346201487,346.0
1628092126474829601,344.0
1628092126601849346,348.0
1628092126730398011,350.0
1628092126857314758,346.0
1628092126986640470,348.0
1628092127122589383,344.0
1628092127239972084,344.0
1628092127367919440,15.0
1628092127497227915,15.0
1628092127627324082,15.0
1628092127755220201,15.0
1628092127882966247,15.0
1628092128019529067,15.0
1628092128136109047,15.0
1628092128264763043,15.0
