Series name,Row ID,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data20,field.data21,field.data22,field.data23,field.data30,field.data31,theta,music
-70,0,4.60210103483e-05,0.0,0.00272803963162,0.000347737164702,0.00161532929633,-0.000416243681684,0.00117085629608,-4.41786287411e-05,0.165658667684,0.0,0.093199647963,-0.037592060864,0.0697200223804,-0.0117926420644,0.0615045577288,0.0,0.0422176271677,0.00926765892655,0.0304105915129,0.0,-1.2217304763960306,2.0
-70,1,3.15569450322e-05,0.0,0.00223034224473,0.000288884359179,0.00135401054285,-0.000339060177794,0.00101578072645,-3.89933957194e-05,0.161717757583,0.0,0.0932614132762,-0.0372428521514,0.0720777288079,-0.0125401122496,0.0629228875041,0.0,0.0447816550732,0.00944371242076,0.0333075337112,0.0,-1.2217304763960306,2.0
-70,2,8.01481201052e-06,0.0,0.000627164437901,7.90253907326e-05,0.000384293904062,-9.79519172688e-05,0.000292964134132,-1.70864186657e-05,0.0505017340183,0.0,0.0294480863959,-0.0117636425421,0.0230489261448,-0.0043812985532,0.0200616102666,0.0,0.0145470397547,0.00283324671909,0.0109586557373,0.0,-1.2217304763960306,2.0
-70,27,4.34525327364e-06,0.0,0.000309654307785,0.000149584870087,0.000222728122026,3.43805477314e-05,0.000113165893708,8.50933647598e-05,0.0280967634171,0.0,0.017440808937,-0.00534232333302,0.0112732518464,0.00223859236576,0.0119526777416,0.0,0.00661809695885,0.00354867754504,0.00472918711603,0.0,-1.2217304763960306,359.0
-70,28,0.000120136755868,0.0,-0.000453886343166,-0.00315212039277,-0.000798693159595,-0.00185789656825,0.000270874996204,-0.00187805329915,0.165926232934,0.0,0.101862818003,-0.0295104458928,0.0823266357183,0.0231856293976,0.068398758769,0.0,0.0467847026885,0.0288518704474,0.0454224795103,0.0,-1.2217304763960306,359.0
-70,29,0.00046441811719,0.0,-0.00612187292427,-3.93118680222e-05,-0.00349798006937,0.00145774031989,-0.00195037061349,-0.00199458585121,0.0943493694067,0.0,0.0548536069691,-0.0217100270092,0.032766930759,0.0274265389889,0.0374237373471,0.0,0.0129269007593,0.0232376437634,0.0205571483821,0.0,-1.2217304763960306,355.0
-70,30,0.000519255117979,0.0,-0.0050920615904,0.00681229215115,-0.00205725617707,0.00584813626483,-0.00281049241312,0.00149453314953,0.146117568016,0.0,0.100003197789,-0.0307031068951,0.0489592589438,0.0241984277964,0.0758446753025,0.0,0.028817942366,0.0269304849207,0.020746152848,0.0,-1.2217304763960306,357.0
-70,31,0.000481114693685,0.0,-0.00111752783414,0.00997094158083,4.98009430885e-05,0.00690810382366,-0.00318190874532,0.00337110436521,0.215420752764,0.0,0.145103305578,-0.0171826705337,0.0782678797841,0.0603777766228,0.100297130644,0.0,0.0485310479999,0.0471007041633,0.0459576062858,0.0,-1.2217304763960306,355.0
-70,32,0.000110314962512,0.0,-0.00181312963832,0.00315673649311,-0.00100128224585,0.00214508688077,-0.0020030613523,0.000581753847655,0.18872615695,0.0,0.115523010492,-0.0112195815891,0.0772428140044,0.0687699839473,0.0723377466202,0.0,0.0436027310789,0.0473159179091,0.0574667714536,0.0,-1.2217304763960306,355.0
-70,33,0.000306282192469,0.0,-0.00141103134956,0.00633784057572,-7.84150761319e-05,0.00364064285532,-0.00241829827428,0.000669658009429,0.179587379098,0.0,0.0963659882545,-0.0217067953199,0.0368727371097,0.0549367442727,0.0550287514925,0.0,0.0134589644149,0.0344923771918,0.0258208233863,0.0,-1.2217304763960306,353.0
