Series name,Row ID,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data20,field.data21,field.data22,field.data23,field.data30,field.data31,theta,music
-70,0,4.60213850602e-05,0.0,0.00272804149427,0.000347746914485,0.00161533302162,-0.000416237977333,0.00117085746024,-4.41746669821e-05,0.165658637881,0.0,0.0931996554136,-0.0375920645893,0.0697200298309,-0.0117926374078,0.0615045614541,0.0,0.0422176122665,0.00926766265184,0.030410580337,0.0,-1.2217304763960306,2.0
-70,1,3.15565375786e-05,0.0,0.00223031523637,0.000288900599116,0.00135400006548,-0.000339043210261,0.00101576978341,-3.89837441617e-05,0.161717772484,0.0,0.0932614579797,-0.0372428558767,0.0720777213573,-0.0125401346013,0.0629228875041,0.0,0.0447816625237,0.00944369845092,0.0333075225353,0.0,-1.2217304763960306,2.0
-70,2,8.01442274678e-06,0.0,0.000627141969744,7.90364429122e-05,0.000384282990126,-9.79400938377e-05,0.000292954733595,-1.70795265149e-05,0.0505017191172,0.0,0.0294480472803,-0.0117636360228,0.0230489224195,-0.00438131205738,0.0200615748763,0.0,0.0145470332354,0.00283323740587,0.010958654806,0.0,-1.2217304763960306,2.0
-70,27,4.34514640801e-06,0.0,0.000309646886308,0.000149569401401,0.000222720685997,3.43711944879e-05,0.000113164423965,8.50857395562e-05,0.0280967894942,0.0,0.017440808937,-0.00534233031794,0.0112732471898,0.00223859259859,0.0119526693597,0.0,0.0066180890426,0.00354867614806,0.00472918013111,0.0,-1.2217304763960306,359.0
-70,28,0.000120135198813,0.0,-0.00045390080777,-0.00315212039277,-0.000798703054897,-0.00185789365787,0.000270865304628,-0.00187805341557,0.165926277637,0.0,0.101862810552,-0.0295104589313,0.0823266357183,0.0231856238097,0.0683987662196,0.0,0.046784710139,0.0288518667221,0.0454224981368,0.0,-1.2217304763960306,359.0
-70,29,0.000464423326775,0.0,-0.00612191064283,-3.92914589611e-05,-0.00349799916148,0.0014577601105,-0.001950391219,-0.00199459120631,0.0943493098021,0.0,0.0548535957932,-0.0217100307345,0.0327669158578,0.0274265352637,0.0374237373471,0.0,0.0129268895835,0.0232376530766,0.0205571353436,0.0,-1.2217304763960306,355.0
-70,30,0.000519251741935,0.0,-0.00509204342961,0.00681227399036,-0.00205725105479,0.00584811903536,-0.0028104824014,0.00149453023914,0.146117568016,0.0,0.10000321269,-0.0307030882686,0.0489592514932,0.0241983942688,0.0758446827531,0.0,0.0288179479539,0.0269304495305,0.0207461416721,0.0,-1.2217304763960306,357.0
-70,31,0.000481112336274,0.0,-0.00111751432996,0.00997092574835,4.98100816912e-05,0.00690808566287,-0.00318189733662,0.00337109924294,0.215420663357,0.0,0.145103335381,-0.0171826537699,0.0782678425312,0.0603778026998,0.100297160447,0.0,0.0485310517251,0.0471007265151,0.045957621187,0.0,-1.2217304763960306,355.0
-70,32,0.000110316112114,0.0,-0.00181312044151,0.00315676350147,-0.00100127363112,0.00214509828947,-0.00200306274928,0.000581764325034,0.188726171851,0.0,0.11552298069,-0.0112196179107,0.077242821455,0.0687699690461,0.0723377466202,0.0,0.0436027161777,0.0473159179091,0.0574667677283,0.0,-1.2217304763960306,355.0
-70,33,0.000306282454403,0.0,-0.00141105661169,0.00633782008663,-7.84290386946e-05,0.00364063773304,-0.00241829734296,0.000669643573929,0.179587289691,0.0,0.0963659659028,-0.0217068195343,0.0368727296591,0.0549367070198,0.0550288110971,0.0,0.013458956033,0.0344923920929,0.025820825249,0.0,-1.2217304763960306,353.0
-70,34,0.000440082076238,0.0,-0.00390832079574,0.00788922049105,-0.0017484530108,0.00601653847843,-0.00391948781908,0.00238448753953,0.190059617162,0.0,0.132980793715,-0.0266152042896,0.0843809992075,0.0455142892897,0.0982294753194,0.0,0.0546050593257,0.043847925961,0.052502669394,0.0,-1.2217304763960306,356.0
