%time,field.data
1626450193556893888,347.0
1626450193702816867,346.0
1626450193820308482,347.0
1626450193946508902,19.0
1626450194075058421,19.0
1626450194203940420,18.0
1626450194331873695,20.0
1626450194473510752,21.0
1626450194587373508,21.0
1626450194715231610,22.0
1626450194843558869,22.0
1626450194972678549,22.0
1626450195099543830,22.0
1626450195226523629,347.0
1626450195356395033,347.0
1626450195483131296,349.0
1626450195611306106,349.0
1626450195738827560,346.0
1626450195865882579,349.0
1626450195994460993,348.0
1626450196122523843,345.0
1626450196250253285,348.0
1626450196380414656,350.0
1626450196506744690,346.0
1626450196652174772,348.0
1626450196779322018,349.0
1626450196908779437,349.0
1626450197027510094,348.0
1626450197150925629,345.0
1626450197279874759,349.0
1626450197407983016,348.0
1626450197536118695,346.0
1626450197662966411,348.0
1626450197787944632,348.0
1626450197915255977,350.0
1626450198042174375,349.0
1626450198170166862,348.0
1626450198299786887,19.0
1626450198426936905,19.0
1626450198554767816,19.0
1626450198682397313,19.0
1626450198810767091,19.0
1626450198939129978,19.0
1626450199066836312,19.0
1626450199195491203,19.0
1626450199322806030,19.0
1626450199452885776,19.0
1626450199590604195,19.0
1626450199705608828,346.0
1626450199832238526,345.0
1626450199965819304,350.0
1626450200097957687,350.0
1626450200220875654,349.0
1626450200347104905,348.0
1626450200478671098,346.0
1626450200608191681,345.0
1626450200731747830,349.0
1626450200859719180,348.0
1626450200986822590,346.0
1626450201114935363,350.0
1626450201241820745,349.0
1626450201370634643,348.0
1626450201498521005,347.0
1626450201634518944,347.0
1626450201754662911,347.0
1626450201883112063,346.0
1626450202010863678,347.0
1626450202137579673,348.0
1626450202266383437,349.0
1626450202393934773,346.0
1626450202522129017,348.0
1626450202649116381,346.0
1626450202777900664,18.0
1626450202906166857,18.0
1626450203034310073,17.0
1626450203161689041,17.0
1626450203290593980,17.0
1626450203418169441,17.0
1626450203547172975,17.0
1626450203674260164,17.0
1626450203802358539,17.0
1626450203929732918,17.0
1626450204056886417,17.0
1626450204186360471,348.0
1626450204314436366,350.0
1626450204441354969,347.0
1626450204570870766,349.0
1626450204698170282,349.0
1626450204825957261,349.0
1626450204953471509,349.0
1626450205082559850,348.0
1626450205210536110,348.0
1626450205338668449,348.0
1626450205463019275,347.0
1626450205591594053,349.0
1626450205719451461,347.0
1626450205847215281,350.0
1626450205974959592,344.0
1626450206104690642,349.0
1626450206232560696,348.0
1626450206359271949,349.0
1626450206488617752,346.0
1626450206617816650,347.0
1626450206746773054,346.0
1626450206874661812,346.0
1626450207002394829,346.0
1626450207130392256,346.0
1626450207257483327,20.0
1626450207386145386,19.0
1626450207512110459,19.0
1626450207639132408,19.0
1626450207767043365,19.0
1626450207895746059,19.0
1626450208024158246,19.0
1626450208152982836,19.0
1626450208278909742,19.0
1626450208407950977,19.0
1626450208535505064,346.0
1626450208666029992,348.0
1626450208793693584,348.0
1626450208920811298,350.0
1626450209067499614,347.0
1626450209194507695,350.0
1626450209319789126,349.0
1626450209434666291,346.0
1626450209561880611,348.0
1626450209688599115,347.0
1626450209818474457,348.0
1626450209945455627,348.0
1626450210072958386,348.0
1626450210201534269,347.0
1626450210329859122,351.0
1626450210455159943,346.0
1626450210586622886,348.0
1626450210713442709,348.0
1626450210840551313,349.0
1626450210970311786,348.0
1626450211097872579,348.0
1626450211224880246,349.0
1626450211353634065,348.0
1626450211481275027,348.0
1626450211609263068,349.0
1626450211737803395,19.0
1626450211864761606,19.0
1626450211993544410,19.0
1626450212121632182,19.0
1626450212249660724,19.0
1626450212377362570,19.0
1626450212505859540,19.0
1626450212633498393,19.0
1626450212761399915,19.0
1626450212888977566,19.0
1626450213018116954,19.0
1626450213145036836,350.0
1626450213273107075,350.0
1626450213401902286,347.0
1626450213529307965,347.0
1626450213656766709,346.0
1626450213786693957,348.0
1626450213913179333,350.0
1626450214041115021,349.0
1626450214169584623,348.0
1626450214297317611,349.0
1626450214426655966,348.0
1626450214553953708,347.0
1626450214677697015,348.0
1626450214805733921,347.0
1626450214934194817,346.0
1626450215061889868,348.0
1626450215190502553,348.0
1626450215318192125,347.0
1626450215445752581,349.0
1626450215573606978,348.0
1626450215702802637,351.0
1626450215830300849,348.0
1626450215957901519,347.0
1626450216088160329,19.0
1626450216214492760,19.0
1626450216343821580,19.0
1626450216474365163,19.0
1626450216603590321,19.0
1626450216729290681,19.0
1626450216857090400,19.0
1626450216985643748,19.0
1626450217113406540,19.0
1626450217240393631,19.0
1626450217376014511,19.0
1626450217515285686,346.0
1626450217626079348,347.0
1626450217753127755,348.0
1626450217881744032,349.0
1626450218009786339,345.0
1626450218137300209,350.0
1626450218264628062,348.0
1626450218392765200,346.0
1626450218523308425,348.0
1626450218666218642,348.0
1626450218791759812,349.0
1626450218914622874,348.0
1626450219046767261,349.0
1626450219157388127,347.0
1626450219288426702,348.0
1626450219417660348,347.0
1626450219544377645,346.0
1626450219671594337,350.0
1626450219815973692,346.0
1626450219946488201,348.0
1626450220070376401,347.0
1626450220185333945,347.0
1626450220309971319,350.0
1626450220438381029,348.0
1626450220565816498,20.0
1626450220694304984,20.0
1626450220821821610,20.0
1626450220950171736,20.0
1626450221077056840,20.0
1626450221205813960,20.0
1626450221334561412,20.0
1626450221461965710,19.0
1626450221589726523,19.0
1626450221718132162,19.0
1626450221846796238,19.0
1626450221975360906,351.0
1626450222102285441,351.0
1626450222230049868,350.0
1626450222357284080,347.0
1626450222485888484,347.0
1626450222613888202,347.0
1626450222741750339,348.0
1626450222868879652,349.0
1626450223001381509,348.0
1626450223128315435,349.0
1626450223256618840,348.0
1626450223385561244,350.0
1626450223512571284,349.0
1626450223640232961,346.0
1626450223768477975,347.0
1626450223896169187,349.0
1626450224022823022,348.0
1626450224151946039,347.0
1626450224279882192,347.0
1626450224408616858,348.0
1626450224536238072,346.0
1626450224664136818,351.0
1626450224791320520,349.0
1626450224919912535,346.0
1626450225047717587,19.0
1626450225176487946,19.0
1626450225305233575,19.0
1626450225432512690,19.0
1626450225560917832,19.0
1626450225688689492,19.0
1626450225816632782,19.0
1626450225944677893,19.0
1626450226071907742,19.0
1626450226200862524,19.0
1626450226328997585,19.0
1626450226455533503,349.0
1626450226584868374,349.0
1626450226713526182,349.0
1626450226839159503,347.0
1626450226968559364,347.0
1626450227096951161,347.0
1626450227223638073,349.0
1626450227353424953,347.0
1626450227481077527,349.0
1626450227608383263,348.0
1626450227736522514,349.0
1626450227864063573,349.0
1626450227992346988,349.0
1626450228120398978,348.0
1626450228247565837,347.0
1626450228376671760,348.0
1626450228504058263,348.0
1626450228632355772,348.0
1626450228759825036,347.0
1626450228888564897,348.0
1626450229015834611,347.0
1626450229142790918,348.0
1626450229270232194,349.0
1626450229401237549,19.0
1626450229524592351,19.0
1626450229652943867,19.0
1626450229790179961,19.0
1626450229913036293,19.0
1626450230038344694,19.0
1626450230167939954,19.0
1626450230295477605,19.0
1626450230423910578,19.0
1626450230552370948,20.0
1626450230680052337,20.0
1626450230808195993,347.0
1626450230935625049,346.0
1626450231063642841,349.0
1626450231192187039,348.0
1626450231340182448,350.0
1626450231452615690,347.0
1626450231580429740,348.0
1626450231706535276,350.0
1626450231834238041,348.0
1626450231956369730,348.0
1626450232094057086,348.0
1626450232221681269,347.0
1626450232351490961,350.0
1626450232477800637,349.0
1626450232599274801,347.0
1626450232727803545,347.0
1626450232854249726,347.0
1626450232998328982,349.0
1626450233113988534,350.0
1626450233249553829,347.0
1626450233367178954,348.0
1626450233495842849,347.0
1626450233624175129,347.0
1626450233752248873,347.0
1626450233878948891,348.0
1626450234007477383,17.0
1626450234135953931,17.0
1626450234263253020,17.0
1626450234389664222,17.0
1626450234520446593,17.0
1626450234648333405,17.0
1626450234775728497,17.0
1626450234904244276,17.0
1626450235031423690,17.0
1626450235158829835,17.0
1626450235288375075,347.0
1626450235415359883,348.0
1626450235542396011,350.0
1626450235667970437,349.0
1626450235798348278,347.0
1626450235926207726,349.0
1626450236053225932,347.0
1626450236184400047,349.0
1626450236312160480,347.0
1626450236440655895,348.0
1626450236568760288,347.0
1626450236696171539,349.0
1626450236824634540,350.0
1626450236952819828,347.0
1626450237079213433,349.0
1626450237206164057,348.0
1626450237336020839,349.0
1626450237461621045,347.0
1626450237587843030,347.0
1626450237716463208,349.0
1626450237846716870,348.0
1626450237975211778,348.0
1626450238103724824,349.0
1626450238232012853,349.0
1626450238358719506,17.0
1626450238487515501,17.0
1626450238615804037,17.0
1626450238742279441,17.0
1626450238872590821,17.0
1626450238998922901,17.0
1626450239127599929,17.0
1626450239254612495,17.0
1626450239383798110,17.0
1626450239510636363,17.0
1626450239651639367,17.0
1626450239777806107,350.0
1626450239906730195,346.0
1626450240037752803,350.0
1626450240150634083,351.0
1626450240278613458,346.0
1626450240418952509,346.0
1626450240534894245,347.0
1626450240663012026,350.0
1626450240790101681,349.0
1626450240920010117,350.0
1626450241046573678,350.0
1626450241191225726,349.0
1626450241313665357,348.0
1626450241428600328,346.0
1626450241555218325,348.0
1626450241687272815,349.0
1626450241814620777,348.0
1626450241942816954,347.0
1626450242071560384,348.0
1626450242198988348,347.0
1626450242326519902,347.0
1626450242454295269,348.0
1626450242583408227,349.0
1626450242711378433,351.0
1626450242849367033,19.0
1626450242983412197,19.0
1626450243111529305,19.0
1626450243239423707,19.0
1626450243367197863,19.0
1626450243497614771,19.0
1626450243618804352,19.0
1626450243746781919,19.0
1626450243859431911,19.0
1626450243987750081,19.0
1626450244115470529,19.0
1626450244251348646,346.0
1626450244381768705,347.0
1626450244511486511,348.0
1626450244635061595,348.0
1626450244774470924,346.0
1626450244902534470,349.0
1626450245014889351,349.0
1626450245142438289,348.0
1626450245271559993,348.0
1626450245398977943,346.0
1626450245528308620,346.0
1626450245670577856,348.0
1626450245790603357,348.0
1626450245910154188,349.0
1626450246038985617,349.0
1626450246165949778,346.0
1626450246294535615,349.0
1626450246437830865,349.0
1626450246551085169,350.0
1626450246678222845,347.0
1626450246810574241,349.0
1626450246938854200,347.0
1626450247063962519,348.0
1626450247192847495,349.0
1626450247319833590,20.0
1626450247446979018,20.0
1626450247570768602,20.0
1626450247699716943,20.0
1626450247827951945,20.0
1626450247955783617,20.0
1626450248083669381,19.0
1626450248211283283,19.0
1626450248340112956,19.0
1626450248467940156,19.0
1626450248595481390,19.0
1626450248723194360,350.0
1626450248851181212,350.0
1626450248979478576,349.0
1626450249107200318,350.0
1626450249234510719,346.0
1626450249363063877,350.0
1626450249501957155,348.0
1626450249637417182,348.0
1626450249752069692,347.0
1626450249879567271,348.0
1626450250004151787,347.0
1626450250132545819,349.0
1626450250271028735,348.0
1626450250389098653,346.0
1626450250518122026,349.0
1626450250646921126,349.0
1626450250772999639,349.0
1626450250902202728,348.0
1626450251030476825,349.0
1626450251157440398,349.0
1626450251285787437,348.0
1626450251413983967,347.0
1626450251541061517,349.0
1626450251669271411,350.0
1626450251798674561,19.0
1626450251926095048,19.0
1626450252053746235,19.0
1626450252182001528,19.0
1626450252309133070,19.0
1626450252437535428,19.0
1626450252565510977,19.0
1626450252693826360,19.0
1626450252820334576,19.0
1626450252949423558,19.0
1626450253081065924,19.0
1626450253209817317,346.0
1626450253340420517,347.0
1626450253467299203,348.0
1626450253595280032,349.0
1626450253718825682,348.0
1626450253845686068,346.0
1626450253972803016,350.0
1626450254102077011,348.0
1626450254230125110,347.0
1626450254366078388,347.0
1626450254485571884,347.0
1626450254613722265,349.0
1626450254741675577,346.0
1626450254887719213,350.0
1626450255012814685,349.0
1626450255125799048,349.0
1626450255253600024,345.0
1626450255381466169,347.0
1626450255509901112,348.0
1626450255637386921,348.0
1626450255766858081,349.0
1626450255893444494,349.0
1626450256021965597,349.0
1626450256150687389,19.0
1626450256278050007,19.0
1626450256406502522,19.0
1626450256534504332,19.0
1626450256675064197,19.0
1626450256789112805,19.0
1626450256918570125,19.0
1626450257046189239,19.0
1626450257187621777,19.0
1626450257302071418,19.0
1626450257426759044,19.0
1626450257555018836,350.0
1626450257684723159,346.0
1626450257812816212,350.0
1626450257939751514,348.0
1626450258067959720,348.0
1626450258213809240,348.0
1626450258341225870,347.0
1626450258468524705,350.0
1626450258578280766,349.0
1626450258710040365,349.0
1626450258837701760,349.0
1626450258967590422,346.0
1626450259093935703,349.0
1626450259221805786,349.0
1626450259353386454,348.0
1626450259478653830,346.0
1626450259604978955,347.0
1626450259734500489,350.0
1626450259861674838,348.0
1626450259988596808,346.0
1626450260117504500,347.0
1626450260245828268,348.0
1626450260388450307,348.0
1626450260502615440,348.0
1626450260630282622,350.0
1626450260759597728,15.0
1626450260885553269,350.0
1626450261033088558,348.0
1626450261157510919,350.0
1626450261284965953,348.0
1626450261415054640,345.0
1626450261527403785,347.0
1626450261653413093,347.0
1626450261782129133,348.0
1626450261922330180,348.0
1626450262034496911,349.0
1626450262175203774,349.0
1626450262290283234,348.0
1626450262418618958,348.0
1626450262547371204,349.0
1626450262674621386,346.0
1626450262802668402,347.0
1626450262931581634,348.0
1626450263058187873,347.0
1626450263201182742,350.0
1626450263314802780,347.0
1626450263442773987,346.0
1626450263570924211,348.0
1626450263698711477,349.0
1626450263828256807,350.0
1626450263955628446,349.0
1626450264084219520,347.0
1626450264212217199,348.0
1626450264341777072,348.0
1626450264470266539,347.0
1626450264596378583,349.0
1626450264725147022,348.0
1626450264853670389,348.0
1626450264982072915,349.0
1626450265109467057,1.0
1626450265237178811,349.0
1626450265364963741,347.0
1626450265492955174,348.0
1626450265620324558,348.0
1626450265764945274,349.0
1626450265877141695,350.0
1626450266004338091,347.0
