Series name,Row ID,music
-70,0,334.0
-70,1,333.0
-70,2,333.0
-70,3,334.0
-70,4,334.0
-70,5,333.0
-70,6,334.0
-70,7,335.0
-70,33,336.0
-70,34,336.0
-70,35,336.0
-70,36,336.0
-70,37,336.0
-70,38,336.0
-70,39,336.0
-70,40,335.0
-70,41,335.0
-70,42,335.0
-70,67,335.0
-70,68,335.0
-70,69,335.0
-70,70,335.0
-70,71,335.0
-70,72,334.0
-70,73,335.0
-70,74,335.0
-70,75,335.0
-70,76,336.0
-70,77,336.0
-70,102,336.0
-70,103,336.0
-70,104,335.0
-70,105,335.0
-70,106,335.0
-70,107,335.0
-70,108,335.0
-70,109,335.0
-70,110,336.0
-70,111,336.0
-70,112,336.0
-70,137,337.0
-70,138,337.0
-70,139,336.0
-70,140,336.0
-70,141,336.0
-70,142,336.0
-70,143,336.0
-70,144,335.0
-70,145,335.0
-70,146,335.0
-70,147,335.0
-70,172,335.0
-70,173,335.0
-70,174,335.0
-70,175,334.0
-70,176,334.0
-70,177,335.0
-70,178,335.0
-70,179,335.0
-70,180,335.0
-70,181,336.0
-70,182,336.0
-70,206,337.0
-70,207,336.0
-70,208,336.0
-70,209,336.0
-70,210,336.0
-70,211,336.0
-70,212,336.0
-70,213,336.0
-70,214,336.0
-70,215,336.0
-70,216,335.0
-70,242,335.0
-70,243,335.0
-70,244,336.0
-70,245,336.0
-70,246,336.0
-70,247,336.0
-70,248,335.0
-70,249,335.0
-70,250,335.0
-70,251,336.0
-70,276,335.0
-70,277,335.0
-70,278,335.0
-70,279,335.0
-70,280,335.0
-70,281,336.0
-70,282,336.0
-70,283,336.0
-70,284,336.0
-70,285,336.0
-70,286,336.0
-70,311,336.0
-70,312,336.0
-70,313,336.0
-70,314,336.0
-70,315,336.0
-70,316,336.0
-70,317,336.0
-70,318,336.0
-70,319,336.0
-70,320,336.0
-70,346,336.0
-70,347,336.0
-70,348,336.0
-70,349,336.0
-70,350,336.0
-70,351,336.0
-70,352,336.0
-70,353,336.0
-70,354,336.0
-70,355,336.0
-70,356,336.0
-70,380,336.0
-70,381,336.0
-70,382,336.0
-70,383,336.0
-70,384,336.0
-70,385,336.0
-70,386,336.0
-70,387,336.0
-70,388,336.0
-70,389,336.0
-70,390,336.0
-70,416,335.0
-70,417,335.0
-70,418,336.0
-70,419,336.0
-70,420,335.0
-70,421,335.0
-70,422,334.0
-70,423,334.0
-70,424,334.0
-70,425,334.0
-70,450,335.0
-70,451,335.0
-70,452,335.0
-70,453,336.0
-70,454,335.0
-70,455,335.0
-70,456,334.0
-70,457,334.0
-70,458,334.0
-70,459,334.0
-70,460,334.0
-70,485,336.0
-70,486,335.0
-70,487,335.0
-70,488,334.0
-70,489,334.0
-70,490,334.0
-70,491,334.0
-70,492,334.0
-70,493,335.0
-70,494,335.0
-70,495,334.0
-70,520,334.0
-70,521,334.0
-70,522,334.0
-70,523,335.0
-70,524,335.0
-70,525,335.0
-70,526,335.0
-70,527,335.0
-70,528,336.0
-70,529,335.0
-70,555,335.0
-70,556,334.0
-70,557,334.0
-70,558,335.0
