Series name,Row ID,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data20,field.data21,field.data22,field.data23,field.data30,field.data31,theta
-70,0,0.00218763155863,0.0,0.00180837418884,0.0294107589871,-0.025600746274,-0.0200811587274,0.000433118402725,-0.0293401796371,0.403125137091,0.0,-0.296082615852,0.333944916725,-0.392935931683,-0.0325254239142,0.494647800922,0.0,0.260782033205,0.348070323467,0.395849823952,0.0,-1.2217304763960306
-70,1,0.00217924430035,0.0,0.000861443346366,0.0293952580541,-0.0254275258631,-0.0200321339071,0.00222022365779,-0.0292852651328,0.402731925249,0.0,-0.285273522139,0.341178953648,-0.392514199018,-0.0445967167616,0.491970777512,0.0,0.238564312458,0.363024711609,0.399453431368,0.0,-1.2217304763960306
-70,2,0.00217554299161,0.0,-0.000327553541865,0.0294133555144,-0.0258368551731,-0.0194178819656,0.00257924455218,-0.0292488783598,0.402633398771,0.0,-0.26344332099,0.357726186514,-0.394202619791,-0.0331623405218,0.491748303175,0.0,0.225576728582,0.371507048607,0.400060981512,0.0,-1.2217304763960306
-70,3,0.00217054388486,0.0,-0.00138262612745,0.0293447189033,-0.025882076472,-0.0192810893059,0.00286390050314,-0.029214002192,0.401539772749,0.0,-0.248355537653,0.366963356733,-0.39520663023,-0.0223389770836,0.491071462631,0.0,0.220640212297,0.374754577875,0.400794923306,0.0,-1.2217304763960306
-70,4,0.00217516906559,0.0,-0.00136364228092,0.0293675921857,-0.026287522167,-0.0187881588936,0.00331031088717,-0.0291455648839,0.401403456926,0.0,-0.241670757532,0.371748805046,-0.394016802311,-0.0289658922702,0.492499411106,0.0,0.206416353583,0.382419556379,0.39986500144,0.0,-1.2217304763960306
-70,5,0.00217194249853,0.0,0.000974584952928,0.0293047204614,-0.0263520609587,-0.0186837166548,0.00242547458038,-0.0291380938143,0.401375502348,0.0,-0.26901242137,0.353079915047,-0.390852540731,-0.0485178679228,0.492388814688,0.0,0.216696515679,0.375552654266,0.397516667843,0.0,-1.2217304763960306
-70,6,0.00218194373883,0.0,0.0027045821771,0.0293558016419,-0.0274699516594,-0.0169618111104,-0.00113635673188,-0.0295992344618,0.405570626259,0.0,-0.269109785557,0.355797857046,-0.398093104362,-0.0234212763608,0.492128193378,0.0,0.241075783968,0.364476621151,0.40402674675,0.0,-1.2217304763960306
-70,7,0.00160545588005,0.0,-0.000110771426989,0.0219232495874,-0.0203168056905,-0.0126396762207,-0.00123030378018,-0.022001137957,0.303657144308,0.0,-0.175695970654,0.28248539567,-0.299548000097,0.0175308790058,0.367240548134,0.0,0.186487570405,0.268684357405,0.303722709417,0.0,-1.2217304763960306
-70,33,0.00166439032182,0.0,0.000253327423707,0.0228670313954,-0.022320818156,-0.0109114712104,-0.00408805115148,-0.022538812831,0.318473994732,0.0,-0.158657699823,0.309124350548,-0.30990549922,0.0527851693332,0.383573651314,0.0,0.202245905995,0.274879336357,0.315696507692,0.0,-1.2217304763960306
-70,34,0.00215254118666,0.0,0.000760327733587,0.0295693986118,-0.0289995670319,-0.0137520777062,-0.00615722639486,-0.0290358103812,0.411854475737,0.0,-0.205819070339,0.398523926735,-0.400609999895,0.0746507197618,0.493796646595,0.0,0.268523991108,0.350678652525,0.409713447094,0.0,-1.2217304763960306
-70,35,0.00216037151404,0.0,0.00183466973249,0.029543178156,-0.0293976459652,-0.0128671973944,-0.00721068680286,-0.0288087166846,0.412353754044,0.0,-0.209211498499,0.397125780582,-0.40028077364,0.0748513191938,0.494240343571,0.0,0.270844221115,0.347974568605,0.408842712641,0.0,-1.2217304763960306
-70,36,0.00214715115726,0.0,0.00290865148418,0.0292497966439,-0.0297597143799,-0.0114402594045,-0.0081277443096,-0.0283468198031,0.410107880831,0.0,-0.205275610089,0.396397531033,-0.397935807705,0.073460996151,0.491776078939,0.0,0.265817850828,0.348365992308,0.405955940485,0.0,-1.2217304763960306
-70,37,0.00214722100645,0.0,0.00350040965714,0.0291696488857,-0.0300479419529,-0.0106839966029,-0.00896012969315,-0.0280734710395,0.410004466772,0.0,-0.203318104148,0.397347956896,-0.397162765265,0.0773790329695,0.491707623005,0.0,0.267832130194,0.347032994032,0.405697077513,0.0,-1.2217304763960306
-70,38,0.00216687377542,0.0,0.00408675288782,0.0292985960841,-0.0304952319711,-0.0100098699331,-0.00951610319316,-0.0281634777784,0.412249475718,0.0,-0.202267736197,0.40014025569,-0.400125384331,0.0772183537483,0.493394941092,0.0,0.267116397619,0.350984871387,0.409321784973,0.0,-1.2217304763960306
-70,39,0.00213917461224,0.0,0.00422947807238,0.0289151854813,-0.0301962420344,-0.0095567824319,-0.00925230421126,-0.0278782155365,0.408172160387,0.0,-0.199015557766,0.396217674017,-0.396531105042,0.071724653244,0.487928688526,0.0,0.258314371109,0.350644826889,0.404799580574,0.0,-1.2217304763960306
