%time,field.data
1625154335434147466,359.0
1625154335562009763,355.0
1625154335690485825,359.0
1625154335818380051,356.0
1625154335952792956,359.0
1625154336080812076,355.0
1625154336213500578,5.0
1625154336341365759,1.0
1625154336463599947,358.0
1625154336591586272,359.0
1625154336719678651,332.0
1625154336847474683,331.0
1625154336994516107,331.0
1625154337121973888,22.0
1625154337251550619,22.0
1625154337378904924,22.0
1625154337506347905,22.0
1625154337635651753,22.0
1625154337762213379,22.0
1625154337890502579,22.0
1625154338019240471,1.0
1625154338146703778,359.0
1625154338274710251,358.0
1625154338402824081,357.0
1625154338530810768,0.0
1625154338658542175,354.0
1625154338786819953,358.0
1625154338914338663,0.0
1625154339042715667,357.0
1625154339171110033,359.0
1625154339278626323,4.0
1625154339407644006,356.0
1625154339535634148,353.0
1625154339663076316,1.0
1625154339810322020,355.0
1625154339939154749,2.0
1625154340066261521,359.0
1625154340194811230,1.0
1625154340322909034,1.0
1625154340451216789,2.0
1625154340578688382,0.0
1625154340706953413,4.0
1625154340833824603,356.0
1625154340963110346,358.0
1625154341091034443,22.0
1625154341217994649,23.0
1625154341347115744,23.0
1625154341474662515,23.0
1625154341602786843,23.0
1625154341730687452,23.0
1625154341858227773,24.0
1625154341987032181,23.0
1625154342114240927,332.0
1625154342242434424,332.0
1625154342371022806,332.0
1625154342498277302,2.0
1625154342626669504,2.0
1625154342755005942,2.0
1625154342881828744,2.0
1625154342986785343,4.0
1625154343113266821,357.0
1625154343241439338,1.0
1625154343369025215,357.0
1625154343497539744,1.0
1625154343625528731,1.0
1625154343754684608,358.0
1625154343881650778,358.0
1625154344009397066,0.0
1625154344140201650,355.0
1625154344271528214,3.0
1625154344419281878,358.0
1625154344546761458,3.0
1625154344649227067,359.0
1625154344776936890,352.0
1625154344905685712,359.0
1625154345033638570,1.0
1625154345166696726,358.0
1625154345294489121,3.0
1625154345429944085,358.0
1625154345552621799,20.0
1625154345679691181,20.0
1625154345808016560,20.0
1625154345955034605,20.0
1625154346082018101,20.0
1625154346210760740,20.0
