Series name,Row ID,music
-70,1,334.0
-70,3,335.0
-70,4,335.0
-70,5,335.0
-70,6,335.0
-70,7,335.0
-70,8,335.0
-70,9,335.0
-70,35,334.0
-70,36,334.0
-70,37,334.0
-70,38,334.0
-70,39,335.0
-70,40,335.0
-70,41,335.0
-70,42,335.0
-70,43,335.0
-70,44,335.0
-70,45,335.0
-70,71,335.0
-70,72,335.0
-70,73,335.0
-70,74,335.0
-70,75,335.0
-70,76,335.0
-70,77,336.0
-70,78,336.0
-70,79,336.0
-70,80,336.0
-70,140,335.0
-70,141,335.0
-70,143,335.0
-70,144,335.0
-70,145,335.0
-70,146,336.0
-70,147,336.0
-70,148,336.0
-70,149,336.0
-70,174,335.0
-70,175,335.0
-70,176,335.0
-70,178,335.0
-70,183,335.0
-70,184,335.0
-70,210,335.0
-70,211,335.0
-70,212,335.0
-70,213,336.0
-70,214,336.0
-70,215,336.0
-70,216,336.0
-70,217,336.0
-70,218,336.0
-70,219,336.0
-70,244,335.0
-70,245,335.0
-70,249,335.0
-70,250,335.0
-70,251,335.0
-70,252,335.0
-70,253,335.0
-70,279,335.0
-70,280,335.0
-70,281,335.0
-70,282,335.0
-70,283,335.0
-70,284,335.0
-70,285,335.0
-70,286,335.0
-70,287,335.0
-70,288,335.0
-70,314,335.0
-70,315,335.0
-70,316,335.0
-70,317,335.0
-70,318,335.0
-70,319,336.0
-70,320,336.0
-70,321,336.0
-70,322,335.0
-70,323,335.0
-70,348,335.0
-70,349,335.0
-70,350,335.0
-70,351,335.0
-70,352,335.0
-70,353,335.0
-70,354,335.0
-70,355,335.0
-70,356,335.0
-70,357,335.0
-70,358,335.0
-70,383,335.0
-70,384,335.0
-70,385,335.0
-70,386,335.0
-70,387,335.0
-70,388,335.0
-70,389,335.0
-70,390,335.0
-70,391,335.0
-70,392,335.0
-70,393,335.0
-70,418,335.0
-70,419,335.0
-70,420,335.0
-70,421,335.0
-70,422,335.0
-70,423,335.0
-70,424,335.0
-70,425,335.0
-70,426,335.0
-70,427,335.0
-70,453,335.0
-70,454,335.0
-70,455,335.0
-70,457,335.0
-70,458,335.0
-70,459,336.0
-70,460,336.0
-70,461,336.0
-70,462,336.0
-70,463,336.0
-70,487,337.0
-70,488,337.0
-70,489,337.0
-70,490,337.0
-70,491,337.0
-70,492,337.0
-70,493,337.0
-70,494,337.0
-70,495,336.0
-70,496,336.0
-70,497,336.0
-60,48,338.0
-60,49,338.0
-60,50,338.0
-60,51,338.0
-60,52,338.0
-60,54,337.0
-60,56,337.0
-60,57,337.0
-60,83,337.0
-60,84,337.0
-60,85,337.0
-60,86,337.0
-60,87,337.0
-60,90,337.0
-60,91,337.0
-60,92,337.0
-60,117,338.0
-60,118,339.0
-60,119,338.0
-60,120,339.0
-60,121,339.0
-60,122,338.0
-60,123,338.0
-60,124,339.0
-60,125,338.0
-60,152,338.0
-60,153,338.0
-60,154,338.0
-60,155,338.0
-60,156,337.0
-60,157,337.0
-60,158,337.0
-60,159,338.0
-60,160,337.0
-60,161,337.0
-60,162,337.0
-60,187,338.0
-60,188,338.0
-60,189,338.0
-60,190,338.0
-60,191,338.0
-60,192,338.0
-60,193,338.0
-60,194,338.0
-60,195,338.0
-60,196,338.0
-60,226,337.0
-60,229,338.0
-60,230,338.0
-60,231,338.0
-60,257,337.0
-60,258,338.0
-60,259,338.0
-60,260,337.0
-60,261,337.0
-60,262,337.0
-60,264,337.0
-60,265,337.0
-60,266,337.0
-60,295,337.0
-60,296,337.0
-60,297,337.0
-60,298,337.0
-60,299,337.0
-60,300,337.0
-60,301,337.0
-60,326,339.0
-60,327,338.0
-60,328,338.0
-60,329,338.0
-60,330,338.0
-60,331,338.0
-60,332,338.0
-60,333,338.0
-60,334,338.0
-60,335,338.0
-60,361,339.0
-60,362,339.0
-60,363,338.0
-60,365,338.0
-60,366,337.0
-60,367,338.0
-60,368,338.0
-60,369,338.0
-60,370,338.0
-60,398,338.0
-60,399,338.0
-60,400,338.0
-60,401,338.0
-60,404,338.0
-60,405,338.0
-60,433,338.0
-60,434,338.0
-60,435,338.0
-60,436,338.0
-60,437,339.0
-60,438,338.0
-60,439,337.0
-60,440,336.0
-60,500,336.0
-60,501,336.0
-60,502,336.0
-60,503,335.0
-60,504,335.0
-60,505,335.0
-60,506,335.0
-60,508,335.0
-50,16,336.0
-50,17,336.0
-50,18,336.0
-50,19,337.0
-50,20,337.0
-50,21,338.0
-50,22,337.0
-50,23,337.0
-50,24,337.0
-50,25,337.0
-50,50,338.0
-50,51,338.0
-50,52,338.0
-50,53,338.0
-50,54,338.0
-50,55,338.0
-50,56,338.0
-50,57,338.0
-50,58,338.0
-50,59,338.0
-50,60,338.0
-50,85,337.0
-50,86,337.0
-50,87,337.0
-50,88,338.0
-50,89,338.0
-50,90,338.0
-50,91,338.0
-50,92,338.0
-50,93,338.0
-50,94,338.0
-50,95,338.0
-50,120,337.0
-50,121,337.0
-50,122,337.0
-50,123,337.0
-50,124,337.0
-50,125,337.0
-50,126,337.0
-50,127,337.0
-50,128,337.0
-50,129,337.0
-50,155,337.0
-50,156,337.0
-50,157,337.0
-50,158,337.0
-50,159,337.0
-50,160,337.0
-50,161,337.0
-50,162,337.0
-50,163,337.0
-50,164,337.0
-50,165,337.0
-50,189,337.0
-50,190,337.0
-50,191,337.0
-50,192,337.0
-50,193,337.0
-50,194,337.0
-50,195,337.0
-50,196,337.0
-50,197,337.0
-50,198,337.0
-50,199,337.0
-50,225,337.0
-50,226,337.0
-50,227,337.0
-50,228,337.0
-50,229,337.0
-50,230,337.0
-50,231,337.0
-50,232,337.0
-50,233,337.0
-50,234,337.0
-50,259,337.0
-50,260,337.0
-50,261,337.0
-50,262,338.0
-50,263,337.0
-50,264,337.0
-50,265,337.0
-50,266,337.0
-50,267,337.0
-50,268,337.0
-50,269,338.0
-50,294,337.0
-50,295,337.0
-50,296,337.0
-50,297,337.0
-50,298,337.0
-50,299,336.0
-50,300,337.0
-50,301,336.0
-50,302,336.0
-50,303,336.0
-50,304,336.0
-50,329,336.0
-50,330,336.0
-50,331,336.0
-50,332,336.0
-50,333,336.0
-50,334,336.0
-50,335,336.0
-50,336,336.0
-50,337,337.0
-50,338,337.0
-50,363,337.0
-50,364,337.0
-50,365,337.0
-50,366,337.0
-50,367,337.0
-50,368,337.0
-50,369,338.0
-50,370,338.0
-50,371,338.0
-50,372,338.0
-50,373,338.0
-50,398,336.0
-50,399,336.0
-50,400,336.0
-50,401,336.0
-50,402,336.0
-50,403,336.0
-50,404,336.0
-50,405,336.0
-50,406,336.0
-50,407,336.0
-50,408,336.0
-50,433,337.0
-50,434,337.0
-50,435,337.0
-50,436,337.0
-50,438,337.0
-50,439,339.0
-50,440,339.0
-50,442,337.0
-50,468,338.0
-50,469,338.0
-50,470,338.0
-50,471,338.0
-50,472,337.0
-50,473,337.0
-50,474,337.0
-50,475,337.0
-50,476,337.0
-50,477,337.0
-50,478,337.0
-40,8,339.0
-40,9,340.0
-40,10,339.0
-40,11,339.0
-40,12,339.0
-40,13,339.0
-40,14,338.0
-40,15,335.0
-40,16,334.0
-40,17,334.0
-40,44,334.0
-40,48,335.0
-40,51,335.0
-40,52,335.0
-40,53,335.0
-40,78,335.0
-40,79,335.0
-40,80,335.0
-40,81,335.0
-40,82,335.0
-40,83,335.0
-40,84,335.0
-40,85,335.0
-40,86,335.0
-40,87,335.0
-40,113,336.0
-40,114,336.0
-40,115,336.0
-40,116,336.0
-40,117,336.0
-40,118,336.0
-40,119,336.0
-40,120,336.0
-40,121,336.0
-40,122,336.0
-40,123,336.0
-40,148,336.0
-40,149,336.0
-40,150,336.0
-40,151,336.0
-40,152,336.0
-40,153,336.0
-40,154,336.0
-40,155,336.0
-40,156,336.0
-40,157,336.0
-40,183,336.0
-40,184,336.0
-40,185,335.0
-40,186,335.0
-40,187,335.0
-40,188,335.0
-40,189,335.0
-40,190,335.0
-40,191,336.0
-40,192,336.0
-40,217,336.0
-40,218,336.0
-40,219,336.0
-40,220,336.0
-40,221,336.0
-40,222,336.0
-40,223,336.0
-40,224,336.0
-40,225,336.0
-40,226,336.0
-40,227,336.0
-40,252,336.0
-40,253,336.0
-40,254,336.0
-40,255,336.0
-40,256,336.0
-40,257,336.0
-40,258,336.0
-40,259,336.0
-40,260,336.0
-40,261,336.0
-40,287,336.0
-40,288,336.0
-40,289,336.0
-40,290,336.0
-40,291,336.0
-40,292,336.0
-40,293,335.0
-40,294,335.0
-40,295,336.0
-40,296,336.0
-40,321,336.0
-40,322,336.0
-40,323,336.0
-40,324,336.0
-40,325,336.0
-40,326,336.0
-40,327,336.0
-40,328,336.0
-40,329,336.0
-40,330,336.0
-40,331,336.0
-40,357,335.0
-40,358,335.0
-40,359,335.0
-40,360,335.0
-40,361,335.0
-40,362,336.0
-40,363,336.0
-40,364,336.0
-40,365,336.0
-40,366,336.0
-40,391,336.0
-40,392,336.0
-40,393,336.0
-40,394,336.0
-40,395,336.0
-40,396,336.0
-40,397,336.0
-40,398,336.0
-40,399,336.0
-40,400,336.0
-40,401,336.0
-40,427,335.0
-40,428,335.0
-40,429,336.0
-40,430,335.0
-40,431,335.0
-40,432,335.0
-40,434,336.0
-40,435,336.0
-40,436,336.0
-40,461,335.0
-40,462,335.0
-40,463,335.0
-40,464,335.0
-40,465,335.0
-40,466,336.0
-40,467,336.0
-40,468,336.0
-40,469,336.0
-40,470,337.0
-40,530,334.0
-40,531,334.0
-40,532,335.0
-40,533,335.0
-40,534,335.0
-40,535,335.0
-40,536,335.0
-40,537,335.0
-40,538,335.0
-40,539,335.0
-40,540,335.0
-30,0,21.0
-30,1,21.0
-30,27,21.0
-30,28,22.0
-30,30,23.0
-30,31,23.0
-30,32,23.0
-30,33,23.0
-30,34,22.0
-30,62,24.0
-30,63,24.0
-30,64,24.0
-30,65,24.0
-30,66,24.0
-30,68,24.0
-30,133,22.0
-30,134,22.0
-30,135,22.0
-30,136,22.0
-30,137,22.0
-30,165,21.0
-30,166,22.0
-30,167,22.0
-30,168,22.0
-30,169,22.0
-30,170,22.0
-30,171,22.0
-30,172,22.0
-30,173,22.0
-30,174,22.0
-30,201,22.0
-30,203,23.0
-30,204,331.0
-30,206,19.0
-30,208,20.0
-30,209,20.0
-30,210,21.0
-30,236,21.0
-30,237,21.0
-30,238,21.0
-30,239,21.0
-30,241,19.0
-30,242,19.0
-30,243,18.0
-30,244,18.0
-30,273,19.0
-30,274,19.0
-30,275,19.0
-30,276,19.0
-30,277,19.0
-30,345,22.0
-30,347,21.0
-30,348,21.0
-30,374,20.0
-30,375,20.0
-30,376,20.0
-30,377,19.0
-30,378,19.0
-30,379,19.0
-30,380,19.0
-30,381,19.0
-30,382,19.0
-30,383,19.0
-30,416,22.0
-30,417,22.0
-30,418,22.0
-30,448,338.0
-30,449,336.0
-30,450,27.0
-30,451,25.0
-30,452,24.0
-30,479,22.0
-30,480,22.0
-30,481,22.0
-30,482,22.0
-30,483,22.0
-30,484,22.0
-30,485,22.0
-30,486,22.0
-30,487,23.0
-30,488,23.0
-30,514,23.0
-30,515,24.0
-30,516,24.0
-30,517,24.0
-30,518,25.0
-30,519,25.0
-30,520,24.0
-30,521,23.0
-30,522,23.0
-30,523,22.0
-30,548,22.0
-30,549,22.0
-30,550,22.0
-30,551,22.0
-30,552,22.0
-30,553,22.0
-30,554,22.0
-30,555,22.0
-30,556,22.0
-30,557,22.0
-20,0,18.0
-20,1,18.0
-20,2,18.0
-20,3,18.0
-20,4,21.0
-20,5,23.0
-20,6,21.0
-20,7,20.0
-20,33,20.0
-20,34,20.0
-20,35,20.0
-20,36,20.0
-20,37,20.0
-20,39,17.0
-20,40,15.0
-20,41,14.0
-20,42,15.0
-20,43,15.0
-20,68,18.0
-20,69,18.0
-20,71,18.0
-20,72,18.0
-20,73,18.0
-20,74,18.0
-20,75,18.0
-20,76,18.0
-20,77,18.0
-20,103,18.0
-20,104,18.0
-20,105,18.0
-20,106,18.0
-20,107,18.0
-20,108,18.0
-20,109,18.0
-20,110,18.0
-20,111,18.0
-20,112,18.0
-20,137,18.0
-20,138,18.0
-20,139,18.0
-20,140,18.0
-20,141,18.0
-20,142,18.0
-20,143,18.0
-20,144,18.0
-20,172,17.0
-20,173,17.0
-20,174,17.0
-20,175,18.0
-20,176,18.0
-20,177,18.0
-20,178,18.0
-20,179,18.0
-20,180,18.0
-20,207,18.0
-20,208,18.0
-20,209,18.0
-20,210,18.0
-20,211,18.0
-20,212,18.0
-20,213,18.0
-20,214,18.0
-20,215,18.0
-20,216,18.0
-20,242,18.0
-20,243,18.0
-20,244,18.0
-20,245,18.0
-20,246,18.0
-20,248,18.0
-20,249,18.0
-20,250,18.0
-20,277,19.0
-20,278,19.0
-20,279,19.0
-20,280,19.0
-20,281,19.0
-20,282,19.0
-20,283,19.0
-20,284,19.0
-20,285,19.0
-20,286,19.0
-20,312,19.0
-20,313,19.0
-20,314,19.0
-20,315,19.0
-20,316,19.0
-20,317,19.0
-20,320,19.0
-20,321,19.0
-20,346,22.0
-20,347,21.0
-20,348,20.0
-20,349,19.0
-20,350,18.0
-20,351,19.0
-20,352,18.0
-20,353,18.0
-20,354,19.0
-20,355,18.0
-20,381,20.0
-20,382,20.0
-20,383,20.0
-20,384,20.0
-20,385,20.0
-20,386,20.0
-20,387,20.0
-20,388,20.0
-20,389,20.0
-20,390,19.0
-20,391,19.0
-20,416,20.0
-20,417,20.0
-20,418,20.0
-20,419,20.0
-20,420,20.0
-20,421,20.0
-20,422,20.0
-20,423,20.0
-20,424,20.0
-20,425,20.0
-20,450,19.0
-20,451,19.0
-20,452,19.0
-20,453,19.0
-20,454,19.0
-20,455,19.0
-20,456,19.0
-20,457,19.0
-20,458,19.0
-20,459,19.0
-20,460,19.0
-20,486,19.0
-20,487,19.0
-20,488,19.0
-20,489,19.0
-20,490,19.0
-20,491,19.0
-20,492,19.0
-20,493,19.0
-20,494,19.0
-20,495,19.0
-20,555,18.0
-20,556,18.0
-20,557,18.0
-20,558,18.0
-20,559,18.0
-20,560,18.0
-20,561,18.0
-20,562,18.0
-20,563,18.0
-20,564,18.0
-20,565,18.0
-10,15,25.0
-10,16,26.0
-10,17,27.0
-10,18,26.0
-10,19,25.0
-10,21,29.0
-10,22,28.0
-10,24,22.0
-10,25,21.0
-10,50,20.0
-10,51,20.0
-10,52,20.0
-10,53,19.0
-10,54,18.0
-10,55,17.0
-10,56,18.0
-10,57,19.0
-10,58,18.0
-10,59,18.0
-10,60,18.0
-10,85,10.0
-10,86,10.0
-10,87,11.0
-10,88,11.0
-10,89,11.0
-10,90,11.0
-10,91,11.0
-10,92,12.0
-10,93,12.0
-10,94,13.0
-10,120,12.0
-10,121,12.0
-10,122,12.0
-10,123,12.0
-10,124,12.0
-10,125,12.0
-10,126,12.0
-10,127,12.0
-10,128,12.0
-10,129,12.0
-10,154,12.0
-10,155,11.0
-10,156,11.0
-10,157,11.0
-10,158,12.0
-10,159,12.0
-10,160,13.0
-10,161,12.0
-10,162,12.0
-10,163,12.0
-10,164,12.0
-10,189,11.0
-10,190,11.0
-10,191,11.0
-10,192,11.0
-10,193,11.0
-10,194,12.0
-10,195,12.0
-10,196,12.0
-10,197,12.0
-10,198,12.0
-10,224,13.0
-10,225,12.0
-10,226,12.0
-10,227,12.0
-10,228,11.0
-10,229,11.0
-10,230,10.0
-10,231,10.0
-10,232,11.0
-10,233,11.0
-10,234,11.0
-10,258,10.0
-10,259,10.0
-10,260,10.0
-10,261,10.0
-10,262,11.0
-10,263,11.0
-10,264,11.0
-10,265,11.0
-10,266,11.0
-10,268,11.0
-10,294,13.0
-10,295,13.0
-10,296,12.0
-10,297,12.0
