%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.dim2.label,field.layout.dim2.size,field.layout.dim2.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31
1625183352740654478,height,4,32,width,4,8,imag,2,2,0,4.18296224325e-08,0.0,1.16824239171e-09,-2.13771089719e-09,-2.18706652788e-08,-5.39857447635e-09,-7.51685913514e-09,-5.40181277486e-09,1.16824239171e-09,2.13771089719e-09,3.94480821342e-06,0.0,1.10695310696e-08,-6.18306899014e-08,2.33584973586e-08,-6.14075759131e-08,-2.18706652788e-08,5.39857447635e-09,1.10695310696e-08,6.18306899014e-08,4.47698994321e-06,0.0,2.25984521762e-07,9.23458500779e-08,-7.51685913514e-09,5.40181277486e-09,2.33584973586e-08,6.14075759131e-08,2.25984521762e-07,-9.23458500779e-08,5.17564558322e-06,0.0
1625183352993884901,height,4,32,width,4,8,imag,2,2,0,4.14412824057e-08,0.0,1.17950912926e-10,-8.48906223094e-10,-1.82650818914e-08,-3.2394498195e-09,-9.57378709643e-09,-5.87505555316e-09,1.17950912926e-10,8.48906223094e-10,3.93137406718e-06,0.0,4.77792783116e-09,-8.16504481804e-08,-1.68637246389e-08,1.28673001143e-08,-1.82650818914e-08,3.2394498195e-09,4.77792783116e-09,8.16504481804e-08,4.41548399976e-06,0.0,2.13260648252e-07,1.12303197852e-07,-9.57378709643e-09,5.87505555316e-09,-1.68637246389e-08,-1.28673001143e-08,2.13260648252e-07,-1.12303197852e-07,5.2459095059e-06,0.0
1625183353259065867,height,4,32,width,4,8,imag,2,2,0,6.89765729476e-05,0.0,-9.63233615039e-05,0.00040062633343,-3.33336975018e-05,0.000110391476483,0.0035920094233,-0.00131608173251,-9.63233615039e-05,-0.00040062633343,0.00248471880332,0.0,0.000693411799148,4.21082986577e-05,-0.0126083279029,-0.0189381446689,-3.33336975018e-05,-0.000110391476483,0.000693411799148,-4.21082986577e-05,0.00019988551503,0.0,-0.00381551124156,-0.00509620411322,0.0035920094233,0.00131608173251,-0.0126083279029,0.0189381446689,-0.00381551124156,0.00509620411322,0.213286802173,0.0
1625183353506355133,height,4,32,width,4,8,imag,2,2,0,8.17247928353e-05,0.0,-0.000124474361655,0.000550530618057,-5.46982482774e-05,0.000154501307406,0.00441823480651,-0.00180644530337,-0.000124474361655,-0.000550530618057,0.00393180083483,0.0,0.00113350641914,0.000136284375913,-0.0188299268484,-0.0268632918596,-5.46982482774e-05,-0.000154501307406,0.00113350641914,-0.000136284375913,0.000337744364515,0.0,-0.00633289339021,-0.00710800522938,0.00441823480651,0.00180644530337,-0.0188299268484,0.0268632918596,-0.00633289339021,0.00710800522938,0.280454009771,0.0
1625183353788016279,height,4,32,width,4,8,imag,2,2,0,8.29045457067e-05,0.0,-0.000205095377169,0.000556448183488,-0.000179244729225,0.000188254882232,0.00440255925059,-0.00164364313241,-0.000205095377169,-0.000556448183488,0.0042740656063,0.0,0.00172036362346,0.000742280215491,-0.0218451302499,-0.025350516662,-0.000179244729225,-0.000188254882232,0.00172036362346,-0.000742280215491,0.000828187447041,0.0,-0.0131754241884,-0.0063928286545,0.00440255925059,0.00164364313241,-0.0218451302499,0.025350516662,-0.0131754241884,0.0063928286545,0.268049389124,0.0
1625183354049237915,height,4,32,width,4,8,imag,2,2,0,0.000102231409983,0.0,-0.000233010941884,0.000544816255569,-0.000220622561756,0.000107971449324,0.00494782673195,-0.00175917032175,-0.000233010941884,-0.000544816255569,0.00348210753873,0.0,0.00110022106674,0.000934876676183,-0.0206032842398,-0.0222499109805,-0.000220622561756,-0.000107971449324,0.00110022106674,-0.000934876676183,0.000615054275841,0.0,-0.0124957729131,-0.00145906046964,0.00494782673195,0.00175917032175,-0.0206032842398,0.0222499109805,-0.0124957729131,0.00145906046964,0.271332830191,0.0
1625183354194686869,height,4,32,width,4,8,imag,2,2,0,0.000118693787954,0.0,-0.00014632413513,0.000618187827058,-8.94975237316e-05,9.32640541578e-05,0.00547220278531,-0.00219476246275,-0.00014632413513,-0.000618187827058,0.00343277980573,0.0,0.00061335117789,0.000352744216798,-0.0180934499949,-0.025657588616,-8.94975237316e-05,-9.32640541578e-05,0.00061335117789,-0.000352744216798,0.00017375301104,0.0,-0.00578661309555,-0.00262783141807,0.00547220278531,0.00219476246275,-0.0180934499949,0.025657588616,-0.00578661309555,0.00262783141807,0.294518083334,0.0
1625183354427164832,height,4,32,width,4,8,imag,2,2,0,0.00013216867228,0.0,0.000106285915535,0.000754680891987,0.000193771164049,0.000197422763449,0.00593085354194,-0.002784489654,0.000106285915535,-0.000754680891987,0.00444141030312,0.0,0.00130565243308,-0.000946314597968,-0.0110936742276,-0.0359630472958,0.000193771164049,-0.000197422763449,0.00130565243308,0.000946314597968,0.000604472239502,0.0,0.00450838264078,-0.0129404990003,0.00593085354194,0.002784489654,-0.0110936742276,0.0359630472958,0.00450838264078,0.0129404990003,0.326715558767,0.0
1625183354687219796,height,4,32,width,4,8,imag,2,2,0,4.13446912262e-08,0.0,-1.40376466007e-09,1.2272095562e-09,-2.35127597392e-08,-4.767254147e-09,-1.02540536062e-08,-8.12566280928e-09,-1.40376466007e-09,-1.2272095562e-09,3.91770481656e-06,0.0,2.21598632777e-08,-1.81913577535e-08,1.85109527706e-08,-3.11461723079e-09,-2.35127597392e-08,4.767254147e-09,2.21598632777e-08,1.81913577535e-08,4.43337148681e-06,0.0,2.92640550015e-07,4.93843472782e-08,-1.02540536062e-08,8.12566280928e-09,1.85109527706e-08,3.11461723079e-09,2.92640550015e-07,-4.93843472782e-08,5.30439410795e-06,0.0
1625183354831530219,height,4,32,width,4,8,imag,2,2,0,4.08679063924e-08,0.0,-4.88479881544e-11,-4.59491689142e-09,-1.84160739991e-08,-3.0753779523e-09,-1.09417985783e-08,-1.84020088057e-09,-4.88479881544e-11,4.59491689142e-09,3.95941378883e-06,0.0,2.48176341699e-08,-9.25816578956e-08,4.82644075817e-08,-1.61564839285e-09,-1.84160739991e-08,3.0753779523e-09,2.48176341699e-08,9.25816578956e-08,4.43766884928e-06,0.0,2.27568961009e-07,7.17974657505e-08,-1.09417985783e-08,1.84020088057e-09,4.82644075817e-08,1.61564839285e-09,2.27568961009e-07,-7.17974657505e-08,5.3089170251e-06,0.0
