Series name,Row ID,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data20,field.data21,field.data22,field.data23,field.data30,field.data31,theta
-70,2,6.89521693857e-05,0.0,-9.62992417044e-05,0.000400610704673,-3.33270072588e-05,0.000110397180833,0.00359182665125,-0.00131620536558,0.00248463428579,0.0,0.000693446781952,4.21100958192e-05,-0.0126081155613,-0.0189378876239,0.00019989075372,0.0,-0.00381571776234,-0.00509652495384,0.213286072016,0.0,-1.2217304763960306
-70,3,8.17010804894e-05,0.0,-0.000124449885334,0.000550523865968,-5.46918527107e-05,0.00015450383944,0.00441803690046,-0.00180652551353,0.00393170583993,0.0,0.00113350828178,0.000136264468892,-0.0188297014683,-0.0268629658967,0.000337732635671,0.0,-0.00633277371526,-0.00710817566141,0.280452996492,0.0,-1.2217304763960306
-70,4,8.28988049761e-05,0.0,-0.000205125281354,0.000556491606403,-0.000179258960998,0.000188272882951,0.00440300395712,-0.00164369656704,0.00427406281233,0.0,0.00172041531187,0.000742236559745,-0.0218451078981,-0.0253505948931,0.000828192627523,0.0,-0.0131753245369,-0.00639336416498,0.268048733473,0.0,-1.2217304763960306
-70,5,0.000102210156911,0.0,-0.000232994512771,0.000544818525668,-0.000220614645514,0.00010797673167,0.00494778482243,-0.00175925716758,0.00348205002956,0.0,0.00110020500142,0.000934861542191,-0.020602915436,-0.0222500544041,0.000615026801825,0.0,-0.0124957580119,-0.00145915860776,0.271333605051,0.0,-1.2217304763960306
-70,6,0.00011868828733,0.0,-0.000146320628119,0.000618225370999,-8.94941549632e-05,9.32714829105e-05,0.00547249242663,-0.0021950006485,0.00343275885098,0.0,0.000613350595813,0.000352707662387,-0.0180936139077,-0.0256574265659,0.000173721404281,0.0,-0.0057863611728,-0.00262800976634,0.294517368078,0.0,-1.2217304763960306
-70,7,0.000132149507408,0.0,0.000106274004793,0.000754673266783,0.000193761006813,0.000197414992726,0.00593084143475,-0.00278454646468,0.00444130739197,0.0,0.00130559271201,-0.000946275831666,-0.0110939396545,-0.0359625183046,0.000604420609307,0.0,0.00450814329088,-0.0129400733858,0.326714664698,0.0,-1.2217304763960306
-70,22,9.13997282623e-05,0.0,-0.000273217563517,0.000801848131232,-0.000189133774256,0.000408903055359,0.00455433642492,-0.00115040747914,0.00790265575051,0.0,0.00417527044192,0.000441377051175,-0.0236299261451,-0.0363129302859,0.00223651970737,0.0,-0.0145205231383,-0.0179032869637,0.242716789246,0.0,-1.2217304763960306
-70,23,8.9855697297e-05,0.0,-0.000282230699668,0.000806098571047,-0.000194393636775,0.000422714248998,0.00453482707962,-0.00110750889871,0.00816904567182,0.0,0.0044262628071,0.00041997001972,-0.0241116136312,-0.0370043106377,0.00242596794851,0.0,-0.0149761904031,-0.0188416969031,0.243789061904,0.0,-1.2217304763960306
-70,24,8.96437559277e-05,0.0,-0.000249739649007,0.000805367948487,-0.000168627724634,0.000417073373683,0.00451198779047,-0.00117586285342,0.00798022095114,0.0,0.00423953309655,0.000356080185156,-0.0230685956776,-0.0370591953397,0.00227409182116,0.0,-0.0139158610255,-0.0186829920858,0.243856936693,0.0,-1.2217304763960306
-70,25,8.99941951502e-05,0.0,-0.000236336622038,0.000790048332419,-0.00016463783686,0.00039921872667,0.00446605728939,-0.00120873795822,0.0076085422188,0.0,0.0039588669315,0.000401376688387,-0.022261345759,-0.0358308777213,0.00208701263182,0.0,-0.0134835476056,-0.0175154283643,0.239147141576,0.0,-1.2217304763960306
-70,26,8.92517491593e-05,0.0,-0.000233602462686,0.000790179590695,-0.000166489509866,0.000399031850975,0.00444347690791,-0.00119211745914,0.00766122201458,0.0,0.00399059290066,0.000434969522757,-0.0221007019281,-0.0360117070377,0.00210961280391,0.0,-0.0135652460158,-0.0175583772361,0.23846437037,0.0,-1.2217304763960306
-70,27,2.22163635044e-05,0.0,-5.98582992097e-05,0.000199047310161,-4.23296478402e-05,0.000101056502899,0.00111350812949,-0.000302741711494,0.00196343893185,0.0,0.00102570781019,0.000108244312287,-0.00569076044485,-0.00912097562104,0.000547593343072,0.0,-0.00348582328297,-0.00447576958686,0.0602618046105,0.0,-1.2217304763960306
-70,41,6.93110951033e-06,0.0,-1.73871740117e-05,5.44738359167e-05,-1.33589837787e-05,2.57866377069e-05,0.000327006418956,-6.54899849906e-05,0.000478242058307,0.0,0.00023726290965,4.0464768972e-05,-0.00133667734917,-0.00241021066904,0.000126612358144,0.0,-0.00087388663087,-0.00109362078365,0.0161207951605,0.0,-1.2217304763960306
-70,42,8.16380706965e-05,0.0,-0.000304325047182,0.000794595340267,-0.000193572719581,0.000406046834541,0.00426764786243,-0.00118165626191,0.00894157774746,0.0,0.00471265614033,0.000372381444322,-0.0273441467434,-0.036977134645,0.00250736484304,0.0,-0.0159581899643,-0.0183742512017,0.24173630774,0.0,-1.2217304763960306
-70,43,8.1540645624e-05,0.0,-0.000358402525308,0.000776524306275,-0.000248880969593,0.000393115187762,0.00431299582124,-0.0010067919502,0.00903117842972,0.0,0.00486428197473,0.000648515240755,-0.0284402985126,-0.036435674876,0.00267319800332,0.0,-0.0179525949061,-0.0176293347031,0.24193251133,0.0,-1.2217304763960306
-70,44,6.34340904071e-05,0.0,-0.000447783648269,0.000647428794764,-0.000272250996204,0.000331288872985,0.00394949968904,-0.000469292572234,0.00984884798527,0.0,0.00534051097929,0.00044113851618,-0.0326183289289,-0.0368111394346,0.00292256823741,0.0,-0.0193606801331,-0.0185320880264,0.251061052084,0.0,-1.2217304763960306
-70,45,5.76422062295e-05,0.0,-0.000453688699054,0.00059364864137,-0.000274622696452,0.000323221698636,0.00379916583188,-0.000379602861358,0.00976215302944,0.0,0.00552629772574,0.000284953275695,-0.0337122939527,-0.0359782613814,0.00314489449374,0.0,-0.0201589986682,-0.0194299258292,0.254376620054,0.0,-1.2217304763960306
-70,46,5.79469451623e-05,0.0,-0.000415631104261,0.000592972617596,-0.00024764041882,0.000299972482026,0.00379170314409,-0.000514169980306,0.00911367684603,0.0,0.00487452326342,0.000386342813727,-0.0323383919895,-0.0349301174283,0.0026313806884,0.0,-0.0187917184085,-0.017349857837,0.254056125879,0.0,-1.2217304763960306
-70,47,3.35656950483e-05,0.0,-0.00024883664446,0.000357634678949,-0.000119359989185,0.000160844749189,0.00241241580807,-0.000394106900785,0.00570445228368,0.0,0.00261650630273,7.8828590631e-05,-0.0220331419259,-0.0226955004036,0.0012087081559,0.0,-0.0104309124872,-0.0101399375126,0.179113969207,0.0,-1.2217304763960306
