%time,field.data
1628091407496101527,346.0
1628091407637781251,346.0
1628091407764140849,345.0
1628091407879149055,344.0
1628091408007183936,348.0
1628091408134060735,346.0
1628091408263575173,347.0
1628091408391890550,343.0
1628091408517981746,344.0
1628091408647104219,346.0
1628091408788235279,344.0
1628091408903638395,345.0
1628091409030799153,345.0
1628091409158235441,345.0
1628091409287046056,344.0
1628091409415260086,347.0
1628091409543335979,344.0
1628091409689570712,3.0
1628091409814739150,3.0
1628091409938194046,3.0
1628091410055058469,3.0
1628091410182389888,3.0
1628091410310999304,3.0
1628091410438294451,3.0
1628091410567304371,3.0
1628091410694959207,3.0
1628091410837925185,3.0
1628091410961698623,343.0
1628091411078754991,344.0
1628091411207700932,345.0
1628091411334875505,344.0
1628091411462605309,343.0
1628091411591830800,347.0
1628091411721149919,346.0
1628091411846248322,345.0
1628091411975181280,346.0
1628091412104469666,345.0
1628091412232695236,346.0
1628091412359587542,344.0
1628091412490069305,344.0
1628091412615895740,345.0
1628091412760611178,346.0
1628091412873405860,345.0
1628091413001560218,345.0
1628091413129679236,345.0
1628091413257393954,344.0
1628091413384910195,345.0
1628091413514252324,347.0
1628091413641732727,346.0
1628091413768916664,343.0
1628091413896742181,345.0
1628091414025773794,4.0
1628091414153165187,4.0
1628091414281398085,4.0
1628091414409405401,4.0
1628091414536841343,4.0
1628091414663108542,4.0
1628091414806980258,4.0
1628091414933834463,4.0
1628091415061458887,4.0
1628091415189638104,4.0
1628091415317048837,4.0
1628091415432018468,343.0
1628091415572288959,344.0
1628091415685899785,344.0
1628091415815821878,345.0
1628091415942335319,346.0
1628091416072828654,345.0
1628091416202122854,346.0
1628091416329100363,344.0
1628091416457460996,345.0
1628091416587266243,345.0
1628091416713750767,345.0
1628091416855193060,346.0
1628091416969928246,344.0
1628091417097892026,345.0
1628091417226604938,343.0
1628091417353993809,343.0
1628091417480231126,345.0
1628091417610408990,344.0
1628091417743638012,344.0
1628091417865616956,343.0
1628091417993811007,344.0
1628091418122964153,343.0
1628091418251104687,346.0
1628091418377630495,4.0
1628091418517786261,4.0
1628091418635158218,4.0
