%time,field.data
1626290334459002260,330.0
1626290334596276945,331.0
1626290334725129268,333.0
1626290334852977038,330.0
1626290334980859832,333.0
1626290335110043140,328.0
1626290335236925446,333.0
1626290335366625774,333.0
1626290335493352297,332.0
1626290335620510468,332.0
1626290335749146476,336.0
1626290335877129964,0.0
1626290336004356673,332.0
1626290336133074568,335.0
1626290336260694276,334.0
1626290336389557959,335.0
1626290336515506490,333.0
1626290336644672095,333.0
1626290336772834051,18.0
1626290336900623632,19.0
1626290337027798106,19.0
1626290337156466965,19.0
1626290337283941821,19.0
1626290337412879411,19.0
1626290337541258417,19.0
1626290337668834771,19.0
1626290337797260390,19.0
1626290337924595010,19.0
1626290338053775442,19.0
1626290338180590288,331.0
1626290338308441661,334.0
1626290338437320967,332.0
1626290338564394284,328.0
1626290338692943177,331.0
1626290338820772686,332.0
1626290338948560997,335.0
1626290339076737454,327.0
1626290339204944246,332.0
1626290339332408076,332.0
1626290339461158983,329.0
1626290339590359788,338.0
1626290339718606661,332.0
1626290339846195240,331.0
1626290339956074720,332.0
1626290340101065051,332.0
1626290340228761048,334.0
1626290340356787285,335.0
1626290340486391338,330.0
1626290340612362695,329.0
1626290340743514005,335.0
1626290340871294156,334.0
1626290340996168382,332.0
1626290341124922590,331.0
1626290341253688065,19.0
1626290341381545220,19.0
1626290341509676383,20.0
1626290341636159874,20.0
1626290341765724665,20.0
1626290341892402894,19.0
1626290342021135237,19.0
1626290342149242788,19.0
1626290342277791021,19.0
1626290342404809280,19.0
1626290342533084643,19.0
1626290342660517927,334.0
1626290342788403695,332.0
1626290342916921376,331.0
1626290343027885587,334.0
1626290343156427813,332.0
1626290343285214275,330.0
1626290343412006673,334.0
1626290343539551937,333.0
1626290343670007542,332.0
1626290343797467012,333.0
1626290343925212613,332.0
1626290344054128913,332.0
1626290344180732646,334.0
1626290344309202199,332.0
1626290344438607937,331.0
1626290344560424249,338.0
1626290344709921438,334.0
1626290344821030198,334.0
1626290344948951826,335.0
1626290345077050966,330.0
1626290345203746255,333.0
1626290345331415251,331.0
1626290345454514952,333.0
1626290345583932281,333.0
1626290345711624739,19.0
1626290345840324393,19.0
1626290345968321132,19.0
1626290346102353446,19.0
1626290346230189927,19.0
1626290346353715510,19.0
1626290346482356276,19.0
1626290346609609419,19.0
1626290346737949370,19.0
1626290346865791314,19.0
1626290346992329819,334.0
1626290347120267546,329.0
1626290347247608900,334.0
1626290347376483066,331.0
1626290347504029624,330.0
1626290347631969921,332.0
1626290347759937515,330.0
1626290347889057060,331.0
1626290348016658968,331.0
1626290348144121346,332.0
1626290348272459807,334.0
1626290348400343797,337.0
1626290348527970327,334.0
1626290348656345137,330.0
1626290348784450166,336.0
1626290348912445198,332.0
1626290349039776216,333.0
1626290349168289820,334.0
1626290349296816986,326.0
1626290349424570085,331.0
1626290349552484894,332.0
1626290349680627405,332.0
1626290349808375873,337.0
1626290349936749544,334.0
1626290350064697521,339.0
1626290350192953275,19.0
1626290350320216991,20.0
1626290350448491881,20.0
1626290350577009279,19.0
1626290350706007685,19.0
1626290350832684043,19.0
1626290350962201202,19.0
1626290351088895627,19.0
1626290351217335108,19.0
1626290351344787271,19.0
1626290351472222885,19.0
1626290351601154505,332.0
1626290351728169574,334.0
1626290351856650022,332.0
1626290351984630239,331.0
1626290352113065886,336.0
1626290352240294196,333.0
1626290352367904673,332.0
1626290352496862017,334.0
1626290352624625687,329.0
1626290352752476751,333.0
1626290352881518925,330.0
1626290353009656396,333.0
1626290353136701199,332.0
1626290353265643240,332.0
1626290353393656069,332.0
1626290353521584496,330.0
1626290353649810479,334.0
1626290353777615088,333.0
1626290353905334732,332.0
1626290354033601992,332.0
1626290354161563031,335.0
1626290354288629781,333.0
1626290354419905084,332.0
1626290354564362650,331.0
1626290354694100640,19.0
1626290354821959070,20.0
1626290354949969622,20.0
1626290355078243905,20.0
1626290355206249592,20.0
1626290355335202541,20.0
1626290355462617656,20.0
1626290355589864311,19.0
1626290355697687889,19.0
1626290355825665650,19.0
1626290355952631690,333.0
1626290356080471895,335.0
1626290356209731147,329.0
1626290356347325174,331.0
1626290356479343948,332.0
1626290356616726309,335.0
1626290356728626788,330.0
1626290356857155811,332.0
1626290356984587543,359.0
1626290357112638898,334.0
1626290357239753075,331.0
1626290357367803021,329.0
1626290357492658727,333.0
1626290357617066530,331.0
1626290357747323185,332.0
1626290357873391457,336.0
1626290358000531944,332.0
1626290358129783722,334.0
1626290358257218636,332.0
1626290358384377862,333.0
1626290358512733226,330.0
1626290358641209344,331.0
1626290358768022124,334.0
1626290358896252134,333.0
1626290359024563005,331.0
1626290359151184777,16.0
1626290359279578380,16.0
1626290359407784353,18.0
1626290359535982448,21.0
1626290359662991431,19.0
1626290359791257341,18.0
1626290359918673501,18.0
1626290360047349420,17.0
1626290360175152403,17.0
1626290360302979615,18.0
1626290360431377395,18.0
1626290360560775950,335.0
1626290360688471055,330.0
1626290360815628947,331.0
1626290360944306522,327.0
1626290361072911142,328.0
1626290361206116748,333.0
1626290361328301599,331.0
1626290361456149646,327.0
1626290361583105430,331.0
1626290361736143924,326.0
1626290361864539604,331.0
1626290361992187828,327.0
1626290362120509982,325.0
1626290362248697942,333.0
1626290362376605037,330.0
1626290362504049677,330.0
1626290362632543982,328.0
