%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622209376739604317,height,4,16,width,4,4,0,1.69900307156e-08,1.80769568203e-08,-4.2193175176e-08,-2.5845015017e-08,1.80769568203e-08,9.89117211248e-07,-2.02303169772e-07,-1.40603475529e-07,-4.2193175176e-08,-2.02303169772e-07,1.39234305152e-06,3.59967572194e-07,-2.5845015017e-08,-1.40603475529e-07,3.59967572194e-07,1.16584340049e-06
1622209376988070707,height,4,16,width,4,4,0,1.71355392098e-08,1.89696223174e-08,-4.2260836608e-08,-2.36204549253e-08,1.89696223174e-08,9.78731577561e-07,-2.10583394278e-07,-1.42129096048e-07,-4.2260836608e-08,-2.10583394278e-07,1.41856969549e-06,3.21667243952e-07,-2.36204549253e-08,-1.42129096048e-07,3.21667243952e-07,1.16094781788e-06
1622209377243926986,height,4,16,width,4,4,0,1.73600707143e-08,1.72182765823e-08,-4.43662671046e-08,-2.65199222582e-08,1.72182765823e-08,1.01263344732e-06,-2.0503851772e-07,-9.52364160867e-08,-4.43662671046e-08,-2.0503851772e-07,1.39932467391e-06,3.52100187229e-07,-2.65199222582e-08,-9.52364160867e-08,3.52100187229e-07,1.19046489999e-06
1622209377499400339,height,4,16,width,4,4,0,1.73041989626e-08,1.8794448664e-08,-4.00242470278e-08,-2.35898500733e-08,1.8794448664e-08,9.931443401e-07,-1.79417298796e-07,-1.29237520241e-07,-4.00242470278e-08,-1.79417298796e-07,1.38893983603e-06,3.42107455253e-07,-2.35898500733e-08,-1.29237520241e-07,3.42107455253e-07,1.14828719688e-06
1622209377755098241,height,4,16,width,4,4,0,1.73022165484e-08,1.98719600775e-08,-4.25011030813e-08,-2.72028284343e-08,1.98719600775e-08,1.02074557162e-06,-1.98014504349e-07,-1.15967210945e-07,-4.25011030813e-08,-1.98014504349e-07,1.38025347951e-06,3.50700958052e-07,-2.72028284343e-08,-1.15967210945e-07,3.50700958052e-07,1.14569036214e-06
1622209378011700884,height,4,16,width,4,4,0,1.74079275439e-08,2.02098036084e-08,-4.43375611781e-08,-2.76495839557e-08,2.02098036084e-08,1.00907016076e-06,-2.04561615647e-07,-1.13126496615e-07,-4.43375611781e-08,-2.04561615647e-07,1.41423583955e-06,3.47027537373e-07,-2.76495839557e-08,-1.13126496615e-07,3.47027537373e-07,1.14375291105e-06
1622209378266843379,height,4,16,width,4,4,0,1.70966902857e-08,1.85115691664e-08,-4.36452260999e-08,-2.43874307415e-08,1.85115691664e-08,1.00146075965e-06,-2.06812430292e-07,-1.35301746695e-07,-4.36452260999e-08,-2.06812430292e-07,1.4545889826e-06,3.55119198048e-07,-2.43874307415e-08,-1.35301746695e-07,3.55119198048e-07,1.1474052144e-06
1622209378525169329,height,4,16,width,4,4,0,1.72616267946e-08,1.75576140293e-08,-4.45452386089e-08,-2.67977782187e-08,1.75576140293e-08,9.78894149739e-07,-2.13890785972e-07,-1.43659178775e-07,-4.45452386089e-08,-2.13890785972e-07,1.4072003296e-06,3.52014325244e-07,-2.67977782187e-08,-1.43659178775e-07,3.52014325244e-07,1.15037562409e-06
1622209378783733254,height,4,16,width,4,4,0,1.76484391545e-08,1.97499243626e-08,-4.76317758569e-08,-2.63159325442e-08,1.97499243626e-08,9.77562081061e-07,-2.10175528537e-07,-1.21772728789e-07,-4.76317758569e-08,-2.10175528537e-07,1.4576811509e-06,3.67705069948e-07,-2.63159325442e-08,-1.21772728789e-07,3.67705069948e-07,1.18048296827e-06
1622209379036411250,height,4,16,width,4,4,0,1.70973795122e-08,1.79235186692e-08,-3.88767844584e-08,-2.76230593954e-08,1.79235186692e-08,9.76000478659e-07,-1.75588539264e-07,-1.13205850027e-07,-3.88767844584e-08,-1.75588539264e-07,1.38120390147e-06,3.39032993679e-07,-2.76230593954e-08,-1.13205850027e-07,3.39032993679e-07,1.16797195915e-06
