%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.dim2.label,field.layout.dim2.size,field.layout.dim2.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31
1623880841105620960,height,4,32,width,4,8,imag,2,2,0,7.54218376642e-08,0.0,2.48082923093e-08,-2.29302377086e-09,-3.48292772401e-08,-3.042776342e-08,3.25119264843e-09,-8.63826485897e-08,2.48082923093e-08,2.29302377086e-09,3.91461844629e-06,0.0,-1.43065932434e-07,-8.71215561915e-08,1.08311493108e-08,-2.9380814226e-07,-3.48292772401e-08,3.042776342e-08,-1.43065932434e-07,8.71215561915e-08,4.66150868306e-06,0.0,4.02515979658e-07,4.3088849111e-07,3.25119264843e-09,8.63826485897e-08,1.08311493108e-08,2.9380814226e-07,4.02515979658e-07,-4.3088849111e-07,5.23971630173e-06,0.0
1623880841216787869,height,4,32,width,4,8,imag,2,2,0,7.58003508849e-08,0.0,2.48593732266e-08,-1.39370348595e-09,-3.70735335764e-08,-2.7629274868e-08,9.00555185979e-09,-7.9228470895e-08,2.48593732266e-08,1.39370348595e-09,3.88682792618e-06,0.0,-1.21319018831e-07,-1.23160177168e-07,4.42445831084e-08,-3.30841089635e-07,-3.70735335764e-08,2.7629274868e-08,-1.21319018831e-07,1.23160177168e-07,4.67248401037e-06,0.0,3.66063318324e-07,4.60875725139e-07,9.00555185979e-09,7.9228470895e-08,4.42445831084e-08,3.30841089635e-07,3.66063318324e-07,-4.60875725139e-07,5.16721820532e-06,0.0
1623880841342644271,height,4,32,width,4,8,imag,2,2,0,7.69223120756e-08,0.0,2.76123461873e-08,7.52861883946e-10,-3.57979352827e-08,-3.75789994678e-08,1.59863766669e-09,-7.95054049263e-08,2.76123461873e-08,-7.52861883946e-10,3.89131992051e-06,0.0,-9.57407095825e-08,-1.674328729e-07,6.48005595849e-08,-3.11924083007e-07,-3.57979352827e-08,3.75789994678e-08,-9.57407095825e-08,1.674328729e-07,4.66615983896e-06,0.0,4.27209954523e-07,5.0590557521e-07,1.59863766669e-09,7.95054049263e-08,6.48005595849e-08,3.11924083007e-07,4.27209954523e-07,-5.0590557521e-07,5.26018720848e-06,0.0
1623880841484546844,height,4,32,width,4,8,imag,2,2,0,0.000164078650414,0.0,0.000617852318101,0.00154080684297,-0.000741708208807,0.000660979945678,-0.000130070940941,-0.00192816264462,0.000617852318101,-0.00154080684297,0.0168153382838,0.0,0.00341477477923,0.00945386849344,-0.0185999646783,-0.00603933818638,-0.000741708208807,-0.000660979945678,0.00341477477923,-0.00945386849344,0.00602581957355,0.0,-0.0071846046485,0.00924682337791,-0.000130070940941,0.00192816264462,-0.0185999646783,0.00603933818638,-0.0071846046485,-0.00924682337791,0.0227953661233,0.0
1623880841600133963,height,4,32,width,4,8,imag,2,2,0,0.002627894748,0.0,0.0108755184337,0.0243631228805,-0.0123065905645,0.0101848300546,-0.00104945420753,-0.0312650203705,0.0108755184337,-0.0243631228805,0.271404832602,0.0,0.0434348806739,0.155933007598,-0.29385098815,-0.119503714144,-0.0123065905645,-0.0101848300546,0.0434348806739,-0.155933007598,0.0973258912563,0.0,-0.116416841745,0.15070040524,-0.00104945420753,0.0312650203705,-0.29385098815,0.119503714144,-0.116416841745,-0.15070040524,0.372968733311,0.0
1623880841729017293,height,4,32,width,4,8,imag,2,2,0,0.00241843354888,0.0,0.0100809717551,0.0224351845682,-0.0113779846579,0.00954012386501,-0.000768886879086,-0.0294444747269,0.0100809717551,-0.0224351845682,0.250610113144,0.0,0.0410178042948,0.14504352212,-0.276041060686,-0.115451328456,-0.0113779846579,-0.00954012386501,0.0410178042948,-0.14504352212,0.0913653597236,0.0,-0.112692706287,0.14175003767,-0.000768886879086,0.0294444747269,-0.276041060686,0.115451328456,-0.112692706287,-0.14175003767,0.359202027321,0.0
1623880841856675809,height,4,32,width,4,8,imag,2,2,0,0.00218469114043,0.0,0.00908553320915,0.0202623549849,-0.010262045078,0.0088127721101,-0.000203915449674,-0.0269550252706,0.00908553320915,-0.0202623549849,0.226163521409,0.0,0.0390063002706,0.131565794349,-0.250547468662,-0.110060468316,-0.010262045078,-0.0088127721101,0.0390063002706,-0.131565794349,0.0839412510395,0.0,-0.107913330197,0.127613127232,-0.000203915449674,0.0269550252706,-0.250547468662,0.110060468316,-0.107913330197,-0.127613127232,0.332921177149,0.0
1623880841984507836,height,4,32,width,4,8,imag,2,2,0,0.00224522291683,0.0,0.00933600589633,0.0208394359797,-0.0105727249756,0.00913758575916,0.000137115232064,-0.0273648072034,0.00933600589633,-0.0208394359797,0.23271022737,0.0,0.0407962016761,0.135861009359,-0.2531234622,-0.114912189543,-0.0105727249756,-0.00913758575916,0.0407962016761,-0.135861009359,0.0871652439237,0.0,-0.112158752978,0.128472745419,0.000137115232064,0.0273648072034,-0.2531234622,0.114912189543,-0.112158752978,-0.128472745419,0.333877176046,0.0
1623880842111480356,height,4,32,width,4,8,imag,2,2,0,0.0020539672114,0.0,0.0084899328649,0.019029352814,-0.00977915152907,0.00830588769168,0.000301217631204,-0.0251856222749,0.0084899328649,-0.019029352814,0.211761340499,0.0,0.0364894978702,0.124715454876,-0.231851354241,-0.106771804392,-0.00977915152907,-0.00830588769168,0.0364894978702,-0.124715454876,0.080307200551,0.0,-0.103399209678,0.11884649843,0.000301217631204,0.0251856222749,-0.231851354241,0.106771804392,-0.103399209678,-0.11884649843,0.309129625559,0.0
1623880842239773585,height,4,32,width,4,8,imag,2,2,0,0.00205366779119,0.0,0.00844303984195,0.0191233363003,-0.00986059382558,0.00830248650163,0.000346083252225,-0.0252288524061,0.00844303984195,-0.0191233363003,0.213201060891,0.0,0.0367242060602,0.125700950623,-0.233222514391,-0.106806561351,-0.00986059382558,-0.00830248650163,0.0367242060602,-0.125700950623,0.0810964852571,0.0,-0.103791929781,0.1199182868,0.000346083252225,0.0252288524061,-0.233222514391,0.106806561351,-0.103791929781,-0.1199182868,0.310292303562,0.0
