%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622550533896287034,height,4,16,width,4,4,0,2.60650807604e-08,1.78549477425e-08,9.86890125176e-09,6.71678748176e-08,1.78549477425e-08,5.03710089106e-06,-1.49667442884e-07,1.17452991333e-07,9.86890125176e-09,-1.49667442884e-07,3.38522795573e-06,1.84918008017e-06,6.71678748176e-08,1.17452991333e-07,1.84918008017e-06,8.77140519151e-06
1622550534153682273,height,4,16,width,4,4,0,2.5798112091e-08,2.06065990938e-08,1.19095817652e-08,6.44487698764e-08,2.06065990938e-08,5.03339560964e-06,-1.64067770925e-07,1.33526029344e-07,1.19095817652e-08,-1.64067770925e-07,3.41829854733e-06,1.91853155229e-06,6.44487698764e-08,1.33526029344e-07,1.91853155229e-06,8.87401711225e-06
1622550534408453020,height,4,16,width,4,4,0,2.60886903192e-08,2.07015045106e-08,1.13884617292e-08,6.73896352055e-08,2.07015045106e-08,5.14981365995e-06,-1.55348033104e-07,1.17743610417e-07,1.13884617292e-08,-1.55348033104e-07,3.40519591191e-06,1.87998159618e-06,6.73896352055e-08,1.17743610417e-07,1.87998159618e-06,8.77410093381e-06
1622550534666486529,height,4,16,width,4,4,0,2.58955044075e-08,2.07462154123e-08,8.83283046704e-09,6.64693473595e-08,2.07462154123e-08,5.04298850501e-06,-1.17022004531e-07,1.00688048121e-07,8.83283046704e-09,-1.17022004531e-07,3.35284994435e-06,1.84223608812e-06,6.64693473595e-08,1.00688048121e-07,1.84223608812e-06,8.76605463418e-06
1622550534921685502,height,4,16,width,4,4,0,2.60970836052e-08,1.91541538186e-08,9.34975119549e-09,6.70158755156e-08,1.91541538186e-08,5.06463220518e-06,-1.4652964353e-07,4.29902762278e-08,9.34975119549e-09,-1.4652964353e-07,3.39301345775e-06,1.805897341e-06,6.70158755156e-08,4.29902762278e-08,1.805897341e-06,8.80434436112e-06
1622550535178913193,height,4,16,width,4,4,0,2.60851624745e-08,1.78269807805e-08,1.12720233147e-08,6.13081212464e-08,1.78269807805e-08,5.0514790928e-06,-1.59394389243e-07,9.94088509287e-08,1.12720233147e-08,-1.59394389243e-07,3.42183057001e-06,1.91336926036e-06,6.13081212464e-08,9.94088509287e-08,1.91336926036e-06,8.8028727987e-06
1622550535432532286,height,4,16,width,4,4,0,2.62007908702e-08,1.62850852803e-08,1.07577058372e-08,6.35096597534e-08,1.62850852803e-08,5.07839240527e-06,-1.5487361793e-07,9.59167536507e-08,1.07577058372e-08,-1.5487361793e-07,3.34619289788e-06,1.82270434834e-06,6.35096597534e-08,9.59167536507e-08,1.82270434834e-06,8.78073387867e-06
1622550535689593305,height,4,16,width,4,4,0,2.60047663403e-08,1.7953121656e-08,1.40419595951e-08,7.3005367085e-08,1.7953121656e-08,5.01736531078e-06,-1.21136565667e-07,1.20366436818e-07,1.40419595951e-08,-1.21136565667e-07,3.38404265676e-06,1.82576548013e-06,7.3005367085e-08,1.20366436818e-07,1.82576548013e-06,8.75029581948e-06
1622550535945571475,height,4,16,width,4,4,0,2.61136374746e-08,2.17878550757e-08,8.67709903929e-09,6.21647231469e-08,2.17878550757e-08,5.02087777932e-06,-9.88201733776e-08,1.34497000204e-07,8.67709903929e-09,-9.88201733776e-08,3.37949018103e-06,1.81683685696e-06,6.21647231469e-08,1.34497000204e-07,1.81683685696e-06,8.64377216203e-06
1622550536200534607,height,4,16,width,4,4,0,2.61531436507e-08,1.88629165621e-08,1.23479528824e-08,6.80744420833e-08,1.88629165621e-08,5.03737828694e-06,-1.66077072095e-07,4.72211851843e-08,1.23479528824e-08,-1.66077072095e-07,3.42683370036e-06,1.84949351478e-06,6.80744420833e-08,4.72211851843e-08,1.84949351478e-06,8.74862325873e-06
