%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622549575955684100,height,4,16,width,4,4,0,2.58579824219e-08,1.83808896992e-08,3.71537156596e-09,4.97971122115e-08,1.83808896992e-08,4.98479857924e-06,-1.52309041823e-07,1.39473037564e-08,3.71537156596e-09,-1.52309041823e-07,3.23531435242e-06,1.48790263665e-06,4.97971122115e-08,1.39473037564e-08,1.48790263665e-06,7.99402369012e-06
1622549576206855900,height,4,16,width,4,4,0,2.61736179397e-08,1.68220992691e-08,4.94116525473e-09,5.43881348847e-08,1.68220992691e-08,5.09441224494e-06,-1.06743442529e-07,1.36560785791e-07,4.94116525473e-09,-1.06743442529e-07,3.16820978696e-06,1.50017160649e-06,5.43881348847e-08,1.36560785791e-07,1.50017160649e-06,8.04077535577e-06
1622549576466336012,height,4,16,width,4,4,0,2.59471661934e-08,2.00196481615e-08,6.13642026082e-09,5.49320482435e-08,2.00196481615e-08,5.03246019434e-06,-1.74942883291e-07,8.4274638823e-08,6.13642026082e-09,-1.74942883291e-07,3.22517121276e-06,1.49312472786e-06,5.49320482435e-08,8.4274638823e-08,1.49312472786e-06,8.03631337476e-06
1622549576719232241,height,4,16,width,4,4,0,2.5995550601e-08,1.71146812278e-08,1.14682863206e-09,4.92938809771e-08,1.71146812278e-08,5.0246480896e-06,-1.55058032192e-07,7.95904853135e-08,1.14682863206e-09,-1.55058032192e-07,3.19784658132e-06,1.55417762926e-06,4.92938809771e-08,7.95904853135e-08,1.55417762926e-06,8.16211104393e-06
1622549576977089020,height,4,16,width,4,4,0,2.57481467258e-08,1.76446093292e-08,3.34977778849e-09,5.16922753491e-08,1.76446093292e-08,5.01754857396e-06,-1.15235074816e-07,1.19865177339e-07,3.34977778849e-09,-1.15235074816e-07,3.23508925248e-06,1.54932263285e-06,5.16922753491e-08,1.19865177339e-07,1.54932263285e-06,8.09491029941e-06
1622549577230173159,height,4,16,width,4,4,0,2.59218815302e-08,1.87525479589e-08,5.36969313458e-09,5.719098084e-08,1.87525479589e-08,5.04618174091e-06,-1.32307945933e-07,7.87550717973e-08,5.36969313458e-09,-1.32307945933e-07,3.19636524182e-06,1.54555186782e-06,5.719098084e-08,7.87550717973e-08,1.54555186782e-06,8.13013139123e-06
1622549577487780171,height,4,16,width,4,4,0,2.59901007382e-08,1.50479984029e-08,4.17343759551e-09,5.43312843604e-08,1.50479984029e-08,5.07391723659e-06,-1.2528273885e-07,1.32504339945e-07,4.17343759551e-09,-1.2528273885e-07,3.2416949125e-06,1.49789661918e-06,5.43312843604e-08,1.32504339945e-07,1.49789661918e-06,8.06007847132e-06
1622549577740756803,height,4,16,width,4,4,0,2.59246775158e-08,1.80951396089e-08,7.40483852013e-09,5.62475683807e-08,1.80951396089e-08,5.033720754e-06,-1.53234267941e-07,7.52045679064e-08,7.40483852013e-09,-1.53234267941e-07,3.22394862451e-06,1.46607771967e-06,5.62475683807e-08,7.52045679064e-08,1.46607771967e-06,8.02467002359e-06
1622549577998273700,height,4,16,width,4,4,0,2.57471111098e-08,1.99782199672e-08,6.17559203775e-09,5.27111474469e-08,1.99782199672e-08,5.05544221596e-06,-1.2424541751e-07,3.19348920641e-08,6.17559203775e-09,-1.2424541751e-07,3.23993526763e-06,1.48719982462e-06,5.27111474469e-08,3.19348920641e-08,1.48719982462e-06,8.10565961729e-06
1622549578254039566,height,4,16,width,4,4,0,2.57502748013e-08,1.89271371909e-08,3.48921069815e-09,5.29880566091e-08,1.89271371909e-08,5.00761234434e-06,-1.39898773455e-07,9.7880189287e-08,3.48921069815e-09,-1.39898773455e-07,3.18787624565e-06,1.51766755607e-06,5.29880566091e-08,9.7880189287e-08,1.51766755607e-06,8.00749603513e-06
1622549578574209164,height,4,16,width,4,4,0,2.64005137751e-08,1.91505211689e-08,5.86288839699e-09,5.05826669439e-08,1.91505211689e-08,5.05350772073e-06,-1.36012701546e-07,1.08618280592e-07,5.86288839699e-09,-1.36012701546e-07,3.22617211168e-06,1.525018547e-06,5.05826669439e-08,1.08618280592e-07,1.525018547e-06,8.04407409305e-06
1622549578828517271,height,4,16,width,4,4,0,2.61146109182e-08,1.53569761352e-08,3.55515905603e-09,5.64380506773e-08,1.53569761352e-08,5.01804152009e-06,-1.6389726909e-07,9.81491012908e-08,3.55515905603e-09,-1.6389726909e-07,3.2580799143e-06,1.52549512222e-06,5.64380506773e-08,9.81491012908e-08,1.52549512222e-06,8.01613896328e-06
