%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622550261137856795,height,4,16,width,4,4,0,2.61784691702e-08,1.63923790097e-08,3.59226204338e-09,5.32023456401e-08,1.63923790097e-08,5.04728677697e-06,-1.38406520023e-07,1.03047128164e-07,3.59226204338e-09,-1.38406520023e-07,3.16057207783e-06,1.38483108003e-06,5.32023456401e-08,1.03047128164e-07,1.38483108003e-06,7.6030269156e-06
1622550261393604126,height,4,16,width,4,4,0,2.54884664486e-08,1.83988717595e-08,5.4293534113e-09,4.55499815644e-08,1.83988717595e-08,5.05398884343e-06,-1.50135321064e-07,7.90626373259e-08,5.4293534113e-09,-1.50135321064e-07,3.1764382129e-06,1.38773975777e-06,4.55499815644e-08,7.90626373259e-08,1.38773975777e-06,7.42819429433e-06
1622550261649948539,height,4,16,width,4,4,0,2.59463206476e-08,1.52027439526e-08,2.50933718249e-09,4.65791956117e-08,1.52027439526e-08,4.9360196499e-06,-1.43512664863e-07,9.1199709118e-08,2.50933718249e-09,-1.43512664863e-07,3.16744649353e-06,1.38572340802e-06,4.65791956117e-08,9.1199709118e-08,1.38572340802e-06,7.48908041714e-06
1622550261908216469,height,4,16,width,4,4,0,2.58132235587e-08,1.60155355644e-08,7.0600272295e-09,4.6025540712e-08,1.60155355644e-08,5.04560284753e-06,-1.13895573861e-07,5.6239549906e-08,7.0600272295e-09,-1.13895573861e-07,3.09370125251e-06,1.37859012739e-06,4.6025540712e-08,5.6239549906e-08,1.37859012739e-06,7.55708106226e-06
1622550262153036879,height,4,16,width,4,4,0,2.59323158502e-08,1.55541215463e-08,4.78703610085e-09,4.3947213868e-08,1.55541215463e-08,4.9805148592e-06,-1.27942897166e-07,5.39204947358e-08,4.78703610085e-09,-1.27942897166e-07,3.16633463626e-06,1.39729729653e-06,4.3947213868e-08,5.39204947358e-08,1.39729729653e-06,7.48826914787e-06
1622550262413220416,height,4,16,width,4,4,0,0.00249865371734,0.0264377221465,-0.0140553107485,-0.0345781445503,0.0264377221465,0.473213136196,-0.0848325267434,-0.366614609957,-0.0140553107485,-0.0848325267434,0.101432964206,0.195672482252,-0.0345781445503,-0.366614609957,0.195672482252,0.490249842405
1622550262667781617,height,4,16,width,4,4,0,0.0025249607861,0.0267738997936,-0.01378602162,-0.0348177589476,0.0267738997936,0.477308094501,-0.0820085555315,-0.367695003748,-0.01378602162,-0.0820085555315,0.0977803096175,0.192284822464,-0.0348177589476,-0.367695003748,0.192284822464,0.492144942284
1622550262923702188,height,4,16,width,4,4,0,0.00250348309055,0.0266390219331,-0.0134341064841,-0.0345188416541,0.0266390219331,0.476287484169,-0.0757485255599,-0.371168375015,-0.0134341064841,-0.0757485255599,0.0967385545373,0.185148015618,-0.0345188416541,-0.371168375015,0.185148015618,0.487910121679
1622550263178054716,height,4,16,width,4,4,0,0.00250440533273,0.0261836815625,-0.0140338269994,-0.0345093719661,0.0261836815625,0.47531914711,-0.0888506919146,-0.379351884127,-0.0140338269994,-0.0888506919146,0.0963453948498,0.189543247223,-0.0345093719661,-0.379351884127,0.189543247223,0.489348709583
1622550263433425928,height,4,16,width,4,4,0,0.00252381758764,0.0265390574932,-0.0144760990515,-0.0348250195384,0.0265390574932,0.481681644917,-0.0888192802668,-0.377695173025,-0.0144760990515,-0.0888192802668,0.104062244296,0.197760850191,-0.0348250195384,-0.377695173025,0.197760850191,0.493724733591
1622550263691126559,height,4,16,width,4,4,0,2.59003964942e-08,1.75785395129e-08,4.09594935746e-09,5.10615691951e-08,1.75785395129e-08,5.05084562974e-06,-1.31814772431e-07,1.12341851377e-07,4.09594935746e-09,-1.31814772431e-07,3.14029057336e-06,1.34918968797e-06,5.10615691951e-08,1.12341851377e-07,1.34918968797e-06,7.51170637159e-06
1622550263947334239,height,4,16,width,4,4,0,2.60979202693e-08,2.06348484966e-08,5.76339909131e-09,4.99661041431e-08,2.06348484966e-08,5.01115982843e-06,-1.36824027663e-07,8.87133992933e-08,5.76339909131e-09,-1.36824027663e-07,3.15572515319e-06,1.45404465002e-06,4.99661041431e-08,8.87133992933e-08,1.45404465002e-06,7.61860246712e-06
1622550264202018252,height,4,16,width,4,4,0,2.58076511273e-08,1.81957737766e-08,6.07220407289e-09,5.0777014593e-08,1.81957737766e-08,5.05828029418e-06,-1.73608214027e-07,6.99248658975e-08,6.07220407289e-09,-1.73608214027e-07,3.15967349707e-06,1.35646155286e-06,5.0777014593e-08,6.99248658975e-08,1.35646155286e-06,7.51663810661e-06
1622550264457735153,height,4,16,width,4,4,0,2.62510795324e-08,2.04212717847e-08,8.61053806034e-09,5.37147499813e-08,2.04212717847e-08,5.01658269059e-06,-1.3947089883e-07,6.27057517022e-08,8.61053806034e-09,-1.3947089883e-07,3.13657574225e-06,1.42957367189e-06,5.37147499813e-08,6.27057517022e-08,1.42957367189e-06,7.5636744441e-06
1622550264713092505,height,4,16,width,4,4,0,2.60001460362e-08,1.79482970708e-08,7.06176228604e-09,5.85851758217e-08,1.79482970708e-08,5.01134081787e-06,-1.42759716937e-07,1.04462351658e-07,7.06176228604e-09,-1.42759716937e-07,3.13741975333e-06,1.40996849041e-06,5.85851758217e-08,1.04462351658e-07,1.40996849041e-06,7.61506044e-06
1622550264969736387,height,4,16,width,4,4,0,2.61087347297e-08,1.61144253497e-08,4.91132645664e-09,4.93669851664e-08,1.61144253497e-08,5.02684997628e-06,-1.17625461371e-07,1.12486610249e-07,4.91132645664e-09,-1.17625461371e-07,3.15017928187e-06,1.36052835842e-06,4.93669851664e-08,1.12486610249e-07,1.36052835842e-06,7.52722553443e-06
1622550265225437158,height,4,16,width,4,4,0,2.59692995996e-08,2.0624575825e-08,3.75894959603e-09,4.50676651553e-08,2.0624575825e-08,5.07226013724e-06,-1.6485162746e-07,5.43323537272e-08,3.75894959603e-09,-1.6485162746e-07,3.1522131394e-06,1.36615699375e-06,4.50676651553e-08,5.43323537272e-08,1.36615699375e-06,7.55402152208e-06
1622550265481571072,height,4,16,width,4,4,0,2.58691699173e-08,1.79746955098e-08,4.55155291235e-09,5.01409154197e-08,1.79746955098e-08,5.02927241541e-06,-1.10803448194e-07,9.08644892661e-08,4.55155291235e-09,-1.10803448194e-07,3.15906231663e-06,1.4137309563e-06,5.01409154197e-08,9.08644892661e-08,1.4137309563e-06,7.68142035668e-06
1622550265737577226,height,4,16,width,4,4,0,2.6040616774e-08,1.63048845536e-08,5.9353775228e-09,4.52892585656e-08,1.63048845536e-08,5.04342142449e-06,-1.33735099439e-07,3.40118120334e-08,5.9353775228e-09,-1.33735099439e-07,3.16774412568e-06,1.42077203691e-06,4.52892585656e-08,3.40118120334e-08,1.42077203691e-06,7.60631564845e-06
1622550265993519181,height,4,16,width,4,4,0,2.59653010204e-08,1.90259328292e-08,3.71083697104e-09,4.60112019596e-08,1.90259328292e-08,5.03984483657e-06,-1.16402468109e-07,9.42500548717e-08,3.71083697104e-09,-1.16402468109e-07,3.13552072839e-06,1.41735370107e-06,4.60112019596e-08,9.42500548717e-08,1.41735370107e-06,7.68942027207e-06
1622550266249579530,height,4,16,width,4,4,0,2.55084700029e-08,1.71512120062e-08,5.31376542767e-09,4.79229953498e-08,1.71512120062e-08,5.02684360981e-06,-1.28856029846e-07,7.74319275365e-08,5.31376542767e-09,-1.28856029846e-07,3.17325225296e-06,1.40203121646e-06,4.79229953498e-08,7.74319275365e-08,1.40203121646e-06,7.70198948885e-06
