%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622549200533718374,height,4,16,width,4,4,0,7.36910878913e-05,0.000399236858357,-0.000359413388651,-0.000244619761361,0.000399236858357,0.00241786963306,-0.000937273027375,0.00101400376298,-0.000359413388651,-0.000937273027375,0.00627027824521,0.0117254778743,-0.000244619761361,0.00101400376298,0.0117254778743,0.0254880189896
1622549200786615269,height,4,16,width,4,4,0,2.58965151545e-08,1.69456289001e-08,2.6911946005e-09,4.67358631795e-08,1.69456289001e-08,4.99505767948e-06,-1.28760603957e-07,1.08718460012e-07,2.6911946005e-09,-1.28760603957e-07,3.25000701196e-06,1.53293558469e-06,4.67358631795e-08,1.08718460012e-07,1.53293558469e-06,7.76801698521e-06
1622549201030793884,height,4,16,width,4,4,0,2.58460364222e-08,1.63962585731e-08,3.37593686339e-09,4.28746282921e-08,1.63962585731e-08,4.98338613397e-06,-1.63378331308e-07,6.99748099464e-08,3.37593686339e-09,-1.63378331308e-07,3.2485961583e-06,1.49988750309e-06,4.28746282921e-08,6.99748099464e-08,1.49988750309e-06,7.89628029452e-06
1622549201286357494,height,4,16,width,4,4,0,2.57444323637e-08,1.37834579306e-08,1.29713306762e-09,4.43253753701e-08,1.37834579306e-08,5.01880867887e-06,-1.27339532696e-07,7.93554733036e-08,1.29713306762e-09,-1.27339532696e-07,3.27399652633e-06,1.53233338551e-06,4.43253753701e-08,7.93554733036e-08,1.53233338551e-06,7.78783851274e-06
1622549201546208208,height,4,16,width,4,4,0,2.58854093715e-08,1.85461264124e-08,4.98226881973e-09,4.69820804483e-08,1.85461264124e-08,5.06676769874e-06,-1.50157788426e-07,6.8399899078e-08,4.98226881973e-09,-1.50157788426e-07,3.24603092849e-06,1.52484938098e-06,4.69820804483e-08,6.8399899078e-08,1.52484938098e-06,7.83994619269e-06
1622549201802334770,height,4,16,width,4,4,0,2.60946411146e-08,1.47075560619e-08,3.64931307395e-09,4.61614533265e-08,1.47075560619e-08,4.9975769798e-06,-1.70788851506e-07,6.29495886528e-08,3.64931307395e-09,-1.70788851506e-07,3.24994766743e-06,1.50176560965e-06,4.61614533265e-08,6.29495886528e-08,1.50176560965e-06,7.76033903094e-06
1622549202058284909,height,4,16,width,4,4,0,2.6168656575e-08,1.64805378233e-08,2.46044384866e-09,4.60442137751e-08,1.64805378233e-08,4.98621238876e-06,-1.54127008045e-07,6.01315051085e-08,2.46044384866e-09,-1.54127008045e-07,3.23585845763e-06,1.5294079958e-06,4.60442137751e-08,6.01315051085e-08,1.5294079958e-06,7.78882258601e-06
1622549202385218882,height,4,16,width,4,4,0,2.63436064074e-08,1.78387011829e-08,4.66684957345e-09,4.59481412918e-08,1.78387011829e-08,4.98999270349e-06,-8.50387991136e-08,9.77966152504e-08,4.66684957345e-09,-8.50387991136e-08,3.20497292705e-06,1.55168311267e-06,4.59481412918e-08,9.77966152504e-08,1.55168311267e-06,7.81889684731e-06
1622549202636655985,height,4,16,width,4,4,0,2.56529641973e-08,1.45882310676e-08,6.22194740174e-09,4.58870808018e-08,1.45882310676e-08,5.02426382809e-06,-1.07211711509e-07,1.20806234349e-07,6.22194740174e-09,-1.07211711509e-07,3.26358463099e-06,1.56980593147e-06,4.58870808018e-08,1.20806234349e-07,1.56980593147e-06,7.82955703471e-06
1622549202894757249,height,4,16,width,4,4,0,2.58056349622e-08,1.89772286774e-08,3.26472648915e-09,4.19547312447e-08,1.89772286774e-08,5.0440371524e-06,-1.43121042129e-07,6.7938266568e-08,3.26472648915e-09,-1.43121042129e-07,3.19905689139e-06,1.4827086261e-06,4.19547312447e-08,6.7938266568e-08,1.4827086261e-06,7.77807417762e-06
