%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622550933420729985,height,4,16,width,4,4,0,2.60512003081e-08,2.06773336231e-08,1.13454028394e-08,7.02637592553e-08,2.06773336231e-08,5.06866672367e-06,-1.4124010761e-07,6.20833091602e-08,1.13454028394e-08,-1.4124010761e-07,3.40418159794e-06,1.97658596335e-06,7.02637592553e-08,6.20833091602e-08,1.97658596335e-06,9.32314196689e-06
1622550933806791639,height,4,16,width,4,4,0,2.62386894434e-08,2.2188757498e-08,1.01653876428e-08,7.16532539968e-08,2.2188757498e-08,5.10781956109e-06,-1.35952305413e-07,1.52981726842e-07,1.01653876428e-08,-1.35952305413e-07,3.44593195223e-06,1.98273141905e-06,7.16532539968e-08,1.52981726842e-07,1.98273141905e-06,9.29429916141e-06
1622550934196897217,height,4,16,width,4,4,0,2.62891504121e-08,2.22487717139e-08,1.33276429892e-08,6.61966268467e-08,2.22487717139e-08,5.04438594362e-06,-1.81462041837e-07,1.06220745977e-07,1.33276429892e-08,-1.81462041837e-07,3.42707744494e-06,2.00414592655e-06,6.61966268467e-08,1.06220745977e-07,2.00414592655e-06,9.13434905669e-06
1622550934555118173,height,4,16,width,4,4,0,2.61999968387e-08,2.37266331027e-08,8.98227625612e-09,6.9589802365e-08,2.37266331027e-08,5.02661168866e-06,-7.42556665045e-08,2.28322903695e-07,8.98227625612e-09,-7.42556665045e-08,3.43627471011e-06,1.95569646166e-06,6.9589802365e-08,2.28322903695e-07,1.95569646166e-06,9.1813835752e-06
1622550934887470365,height,4,16,width,4,4,0,2.62598742751e-08,2.28569412286e-08,1.01944612751e-08,7.17788282145e-08,2.28569412286e-08,5.07337153977e-06,-1.40242846669e-07,1.23862108126e-07,1.01944612751e-08,-1.40242846669e-07,3.45023477166e-06,2.0071677227e-06,7.17788282145e-08,1.23862108126e-07,2.0071677227e-06,9.28986992221e-06
1622550935329943417,height,4,16,width,4,4,0,2.63073172135e-08,2.21641140996e-08,1.2863146992e-08,7.15574088872e-08,2.21641140996e-08,5.07750473844e-06,-1.44432931393e-07,7.60575247227e-08,1.2863146992e-08,-1.44432931393e-07,3.45039961758e-06,1.94355698113e-06,7.15574088872e-08,7.60575247227e-08,1.94355698113e-06,9.16632961889e-06
1622550935721595436,height,4,16,width,4,4,0,2.63107988729e-08,2.32081749374e-08,1.57884976204e-08,6.98482551797e-08,2.32081749374e-08,5.07754702994e-06,-1.31801556336e-07,1.7878140568e-07,1.57884976204e-08,-1.31801556336e-07,3.49330684912e-06,2.04566208595e-06,6.98482551797e-08,1.7878140568e-07,2.04566208595e-06,9.31075919652e-06
1622550936109344150,height,4,16,width,4,4,0,2.61563730675e-08,1.96822806942e-08,1.02161967774e-08,7.07554690393e-08,1.96822806942e-08,5.0356097745e-06,-1.38862645827e-07,1.0351160995e-07,1.02161967774e-08,-1.38862645827e-07,3.45971693605e-06,1.96472001335e-06,7.07554690393e-08,1.0351160995e-07,1.96472001335e-06,9.32929560804e-06
1622550936493117975,height,4,16,width,4,4,0,2.60975081545e-08,2.03197334514e-08,9.54267420639e-09,7.36598622098e-08,2.03197334514e-08,4.98579493069e-06,-1.46936258716e-07,1.14554978836e-07,9.54267420639e-09,-1.46936258716e-07,3.49496440322e-06,2.0211739411e-06,7.36598622098e-08,1.14554978836e-07,2.0211739411e-06,9.33932096814e-06
1622550936862340711,height,4,16,width,4,4,0,2.64852513254e-08,2.24093259504e-08,1.2024936602e-08,7.43976045214e-08,2.24093259504e-08,5.0700441534e-06,-1.6362076849e-07,1.48539470501e-07,1.2024936602e-08,-1.6362076849e-07,3.50448181052e-06,2.07413427233e-06,7.43976045214e-08,1.48539470501e-07,2.07413427233e-06,9.38991797739e-06
