%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.dim1.label,field.layout.dim1.size,field.layout.dim1.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1622549395088531256,height,4,16,width,4,4,0,0.000539972621482,0.00523300189525,9.7730779089e-05,-0.00419163610786,0.00523300189525,0.0649429038167,0.00308069377206,-0.0923570990562,9.7730779089e-05,0.00308069377206,0.000399109849241,-0.00873670075089,-0.00419163610786,-0.0923570990562,-0.00873670075089,0.23811468482
1622549395342554151,height,4,16,width,4,4,0,0.000558289932087,0.0053076017648,0.000523061840795,-0.0026265962515,0.0053076017648,0.067952439189,0.0126404948533,-0.0714536383748,0.000523061840795,0.0126404948533,0.00404652534053,-0.0240011997521,-0.0026265962515,-0.0714536383748,-0.0240011997521,0.145968809724
1622549395600798719,height,4,16,width,4,4,0,2.58723247271e-08,2.01329566352e-08,6.32408703183e-09,5.56925705553e-08,2.01329566352e-08,5.02027796756e-06,-1.50378468788e-07,1.03258528839e-07,6.32408703183e-09,-1.50378468788e-07,3.19226478496e-06,1.47877619838e-06,5.56925705553e-08,1.03258528839e-07,1.47877619838e-06,7.9584406194e-06
1622549395855548530,height,4,16,width,4,4,0,2.64543711381e-08,2.08384527411e-08,8.09055755724e-09,5.9380074191e-08,2.08384527411e-08,5.05833077113e-06,-1.27680564788e-07,9.98553062459e-08,8.09055755724e-09,-1.27680564788e-07,3.19771856994e-06,1.47344144352e-06,5.9380074191e-08,9.98553062459e-08,1.47344144352e-06,7.93093295215e-06
1622549396114410052,height,4,16,width,4,4,0,2.57567815964e-08,1.96570493216e-08,5.29081489731e-09,5.22917495971e-08,1.96570493216e-08,5.0485182328e-06,-1.16101894321e-07,1.23577436284e-07,5.29081489731e-09,-1.16101894321e-07,3.18342881656e-06,1.53588484864e-06,5.22917495971e-08,1.23577436284e-07,1.53588484864e-06,8.09083667264e-06
1622549396367194976,height,4,16,width,4,4,0,2.58268411102e-08,1.53512029755e-08,1.01691668419e-08,5.65402906716e-08,1.53512029755e-08,5.02078137288e-06,-1.48217793594e-07,1.42693707517e-07,1.01691668419e-08,-1.48217793594e-07,3.19890750689e-06,1.49184359088e-06,5.65402906716e-08,1.42693707517e-07,1.49184359088e-06,7.84633630246e-06
1622549396623874924,height,4,16,width,4,4,0,2.6224400429e-08,1.82477570831e-08,8.43767367087e-09,5.69958693575e-08,1.82477570831e-08,5.09331493959e-06,-1.5461374403e-07,1.16588459775e-07,8.43767367087e-09,-1.5461374403e-07,3.20688172906e-06,1.51728966102e-06,5.69958693575e-08,1.16588459775e-07,1.51728966102e-06,7.93299568613e-06
1622549396878931119,height,4,16,width,4,4,0,2.60385419892e-08,1.79535177836e-08,7.90346010859e-09,5.9267520669e-08,1.79535177836e-08,5.01687418364e-06,-1.65431472965e-07,1.1761589036e-07,7.90346010859e-09,-1.65431472965e-07,3.19132391269e-06,1.5280917296e-06,5.9267520669e-08,1.1761589036e-07,1.5280917296e-06,8.05867784948e-06
1622549397135637901,height,4,16,width,4,4,0,2.60820520737e-08,1.78208328094e-08,7.2759402947e-09,5.66905740129e-08,1.78208328094e-08,5.02835109728e-06,-1.41969664469e-07,7.21813151472e-08,7.2759402947e-09,-1.41969664469e-07,3.22253526974e-06,1.48946048739e-06,5.66905740129e-08,7.21813151472e-08,1.48946048739e-06,7.98484052211e-06
1622549397391276095,height,4,16,width,4,4,0,2.59116816892e-08,1.79039592041e-08,8.69010463589e-09,5.9279035014e-08,1.79039592041e-08,5.02916827827e-06,-1.57272779688e-07,4.90839155987e-08,8.69010463589e-09,-1.57272779688e-07,3.19435139318e-06,1.49888182932e-06,5.9279035014e-08,4.90839155987e-08,1.49888182932e-06,7.93735125626e-06
